pincode,district,state_name,state_code
110001,Central Delhi,Delhi,DL
110002,Central Delhi,Delhi,DL
110003,South Delhi,Delhi,DL
110004,Central Delhi,Delhi,DL
110005,Central Delhi,Delhi,DL
110006,North Delhi,Delhi,DL
110007,North Delhi,Delhi,DL
110008,Central Delhi,Delhi,DL
110009,North West Delhi,Delhi,DL
110010,South West Delhi,Delhi,DL
110011,Central Delhi,Delhi,DL
110012,Central Delhi,Delhi,DL
110013,South Delhi,Delhi,DL
110014,South Delhi,Delhi,DL
110015,West Delhi,Delhi,DL
110016,South West Delhi,Delhi,DL
110017,South Delhi,Delhi,DL
110018,West Delhi,Delhi,DL
110019,South Delhi,Delhi,DL
110020,South Delhi,Delhi,DL
110021,South West Delhi,Delhi,DL
110022,South West Delhi,Delhi,DL
110023,South West Delhi,Delhi,DL
110024,South Delhi,Delhi,DL
110025,South Delhi,Delhi,DL
110026,West Delhi,Delhi,DL
110027,West Delhi,Delhi,DL
110028,South West Delhi,Delhi,DL
110029,South West Delhi,Delhi,DL
110030,South West Delhi,Delhi,DL
110031,East Delhi,Delhi,DL
110032,East Delhi,Delhi,DL
110033,North West Delhi,Delhi,DL
110034,North West Delhi,Delhi,DL
110035,North West Delhi,Delhi,DL
110036,North West Delhi,Delhi,DL
110037,South West Delhi,Delhi,DL
110038,South West Delhi,Delhi,DL
110039,North West Delhi,Delhi,DL
110040,North West Delhi,Delhi,DL
110041,West Delhi,Delhi,DL
110042,North West Delhi,Delhi,DL
110043,South West Delhi,Delhi,DL
110044,South Delhi,Delhi,DL
110045,South West Delhi,Delhi,DL
110046,South West Delhi,Delhi,DL
110047,South West Delhi,Delhi,DL
110048,South Delhi,Delhi,DL
110049,South Delhi,Delhi,DL
110051,East Delhi,Delhi,DL
110052,North West Delhi,Delhi,DL
110053,East Delhi,Delhi,DL
110054,North Delhi,Delhi,DL
110055,Central Delhi,Delhi,DL
110056,North West Delhi,Delhi,DL
110057,South West Delhi,Delhi,DL
110058,West Delhi,Delhi,DL
110059,West Delhi,Delhi,DL
110060,Central Delhi,Delhi,DL
110061,South West Delhi,Delhi,DL
110062,South Delhi,Delhi,DL
110063,West Delhi,Delhi,DL
110064,West Delhi,Delhi,DL
110065,South Delhi,Delhi,DL
110066,South West Delhi,Delhi,DL
110067,South West Delhi,Delhi,DL
110068,South West Delhi,Delhi,DL
110069,Central Delhi,Delhi,DL
110070,South West Delhi,Delhi,DL
110071,South West Delhi,Delhi,DL
110072,South West Delhi,Delhi,DL
110073,South West Delhi,Delhi,DL
110074,South West Delhi,Delhi,DL
110075,South West Delhi,Delhi,DL
110076,South Delhi,Delhi,DL
110077,South West Delhi,Delhi,DL
110078,South West Delhi,Delhi,DL
110080,South Delhi,Delhi,DL
110081,North West Delhi,Delhi,DL
110082,North West Delhi,Delhi,DL
110083,North West Delhi,Delhi,DL
110084,North Delhi,Delhi,DL
110085,North West Delhi,Delhi,DL
110086,North West Delhi,Delhi,DL
110087,West Delhi,Delhi,DL
110088,North West Delhi,Delhi,DL
110089,North West Delhi,Delhi,DL
110090,East Delhi,Delhi,DL
110091,East Delhi,Delhi,DL
110092,East Delhi,Delhi,DL
110093,East Delhi,Delhi,DL
110094,East Delhi,Delhi,DL
110095,East Delhi,Delhi,DL
110096,East Delhi,Delhi,DL
110097,South West Delhi,Delhi,DL
121001,Faridabad,Haryana,HR
121002,Faridabad,Haryana,HR
121003,Faridabad,Haryana,HR
121004,Faridabad,Haryana,HR
121005,Faridabad,Haryana,HR
121006,Faridabad,Haryana,HR
121007,Faridabad,Haryana,HR
121008,Faridabad,Haryana,HR
121009,Faridabad,Haryana,HR
121010,Faridabad,Haryana,HR
121012,Faridabad,Haryana,HR
121013,Faridabad,Haryana,HR
121101,Faridabad,Haryana,HR
121102,Faridabad,Haryana,HR
121103,Faridabad,Haryana,HR
121105,Faridabad,Haryana,HR
121106,Faridabad,Haryana,HR
121107,Faridabad,Haryana,HR
122001,Gurgaon,Haryana,HR
122002,Gurgaon,Haryana,HR
122003,Gurgaon,Haryana,HR
122004,Gurgaon,Haryana,HR
122005,Gurgaon,Haryana,HR
122006,Gurgaon,Haryana,HR
122007,Gurgaon,Haryana,HR
122008,Gurgaon,Haryana,HR
122009,Gurgaon,Haryana,HR
122010,Gurgaon,Haryana,HR
122011,Gurgaon,Haryana,HR
122015,Gurgaon,Haryana,HR
122016,Gurgaon,Haryana,HR
122017,Gurgaon,Haryana,HR
122018,Gurgaon,Haryana,HR
122051,Gurgaon,Haryana,HR
122052,Gurgaon,Haryana,HR
122101,Gurgaon,Haryana,HR
122102,Gurgaon,Haryana,HR
122103,Gurgaon,Haryana,HR
122104,Gurgaon,Haryana,HR
122105,Gurgaon,Haryana,HR
122107,Gurgaon,Haryana,HR
122108,Gurgaon,Haryana,HR
122413,Gurgaon,Haryana,HR
122414,Gurgaon,Haryana,HR
122502,Gurgaon,Haryana,HR
122503,Gurgaon,Haryana,HR
122504,Gurgaon,Haryana,HR
122505,Gurgaon,Haryana,HR
122506,Gurgaon,Haryana,HR
122508,Gurgaon,Haryana,HR
123001,Mahendragarh,Haryana,HR
123021,Mahendragarh,Haryana,HR
123023,Mahendragarh,Haryana,HR
123024,Mahendragarh,Haryana,HR
123027,Mahendragarh,Haryana,HR
123028,Mahendragarh,Haryana,HR
123029,Mahendragarh,Haryana,HR
123034,Rewari,Haryana,HR
123035,Rewari,Haryana,HR
123101,Rewari,Haryana,HR
123102,Rewari,Haryana,HR
123103,Rewari,Haryana,HR
123106,Rewari,Haryana,HR
123110,Rewari,Haryana,HR
123301,Rewari,Haryana,HR
123302,Rewari,Haryana,HR
123303,Mahendragarh,Haryana,HR
123401,Rewari,Haryana,HR
123411,Rewari,Haryana,HR
123412,Rewari,Haryana,HR
123501,Rewari,Haryana,HR
124001,Rohtak,Haryana,HR
124010,Rohtak,Haryana,HR
124021,Rohtak,Haryana,HR
124022,Rohtak,Haryana,HR
124102,Jhajjar,Haryana,HR
124103,Jhajjar,Haryana,HR
124104,Jhajjar,Haryana,HR
124105,Jhajjar,Haryana,HR
124106,Jhajjar,Haryana,HR
124107,Jhajjar,Haryana,HR
124108,Jhajjar,Haryana,HR
124109,Jhajjar,Haryana,HR
124111,Rohtak,Haryana,HR
124112,Rohtak,Haryana,HR
124113,Rohtak,Haryana,HR
124141,Rohtak,Haryana,HR
124142,Jhajjar,Haryana,HR
124146,Jhajjar,Haryana,HR
124201,Jhajjar,Haryana,HR
124202,Jhajjar,Haryana,HR
124303,Rohtak,Haryana,HR
124401,Rohtak,Haryana,HR
124404,Rohtak,Haryana,HR
124406,Rohtak,Haryana,HR
124411,Rohtak,Haryana,HR
124412,Rohtak,Haryana,HR
124501,Rohtak,Haryana,HR
124504,Jhajjar,Haryana,HR
124505,Jhajjar,Haryana,HR
124506,Jhajjar,Haryana,HR
124507,Jhajjar,Haryana,HR
124508,Jhajjar,Haryana,HR
124513,Rohtak,Haryana,HR
124514,Rohtak,Haryana,HR
125001,Hisar,Haryana,HR
125004,Hisar,Haryana,HR
125005,Hisar,Haryana,HR
125006,Hisar,Haryana,HR
125007,Hisar,Haryana,HR
125011,Hisar,Haryana,HR
125033,Hisar,Haryana,HR
125037,Hisar,Haryana,HR
125038,Hisar,Haryana,HR
125039,Hisar,Haryana,HR
125042,Hisar,Haryana,HR
125044,Hisar,Haryana,HR
125047,Hisar,Haryana,HR
125048,Fatehabad,Haryana,HR
125049,Hisar,Haryana,HR
125050,Fatehabad,Haryana,HR
125051,Fatehabad,Haryana,HR
125052,Hisar,Haryana,HR
125053,Fatehabad,Haryana,HR
125054,Sirsa,Haryana,HR
125055,Sirsa,Haryana,HR
125056,Sirsa,Haryana,HR
125058,Sirsa,Haryana,HR
125060,Sirsa,Haryana,HR
125075,Sirsa,Haryana,HR
125076,Sirsa,Haryana,HR
125077,Sirsa,Haryana,HR
125078,Sirsa,Haryana,HR
125101,Sirsa,Haryana,HR
125102,Sirsa,Haryana,HR
125103,Sirsa,Haryana,HR
125104,Sirsa,Haryana,HR
125106,Fatehabad,Haryana,HR
125110,Sirsa,Haryana,HR
125111,Fatehabad,Haryana,HR
125112,Hisar,Haryana,HR
125113,Hisar,Haryana,HR
125120,Fatehabad,Haryana,HR
125121,Hisar,Haryana,HR
125133,Fatehabad,Haryana,HR
125201,Sirsa,Haryana,HR
126101,Jind,Haryana,HR
126102,Jind,Haryana,HR
126110,Jind,Haryana,HR
126111,Jind,Haryana,HR
126112,Jind,Haryana,HR
126113,Jind,Haryana,HR
126114,Jind,Haryana,HR
126115,Jind,Haryana,HR
126116,Jind,Haryana,HR
126125,Jind,Haryana,HR
126152,Jind,Haryana,HR
127021,Bhiwani,Haryana,HR
127022,Bhiwani,Haryana,HR
127025,Bhiwani,Haryana,HR
127026,Bhiwani,Haryana,HR
127027,Bhiwani,Haryana,HR
127028,Bhiwani,Haryana,HR
127029,Bhiwani,Haryana,HR
127030,Bhiwani,Haryana,HR
127031,Bhiwani,Haryana,HR
127032,Bhiwani,Haryana,HR
127035,Bhiwani,Haryana,HR
127040,Bhiwani,Haryana,HR
127041,Bhiwani,Haryana,HR
127042,Bhiwani,Haryana,HR
127043,Bhiwani,Haryana,HR
127045,Bhiwani,Haryana,HR
127046,Bhiwani,Haryana,HR
127111,Bhiwani,Haryana,HR
127114,Bhiwani,Haryana,HR
127201,Bhiwani,Haryana,HR
127306,Bhiwani,Haryana,HR
127307,Bhiwani,Haryana,HR
127308,Bhiwani,Haryana,HR
127309,Bhiwani,Haryana,HR
127310,Bhiwani,Haryana,HR
131001,Sonipat,Haryana,HR
131021,Sonipat,Haryana,HR
131022,Sonipat,Haryana,HR
131023,Sonipat,Haryana,HR
131024,Sonipat,Haryana,HR
131027,Sonipat,Haryana,HR
131028,Sonipat,Haryana,HR
131029,Sonipat,Haryana,HR
131039,Sonipat,Haryana,HR
131101,Sonipat,Haryana,HR
131102,Sonipat,Haryana,HR
131103,Sonipat,Haryana,HR
131301,Sonipat,Haryana,HR
131302,Sonipat,Haryana,HR
131304,Sonipat,Haryana,HR
131305,Sonipat,Haryana,HR
131306,Sonipat,Haryana,HR
131402,Sonipat,Haryana,HR
131403,Sonipat,Haryana,HR
131408,Sonipat,Haryana,HR
131409,Sonipat,Haryana,HR
132001,Karnal,Haryana,HR
132022,Karnal,Haryana,HR
132023,Karnal,Haryana,HR
132024,Karnal,Haryana,HR
132036,Karnal,Haryana,HR
132037,Karnal,Haryana,HR
132039,Karnal,Haryana,HR
132040,Karnal,Haryana,HR
132041,Karnal,Haryana,HR
132046,Karnal,Haryana,HR
132054,Karnal,Haryana,HR
132101,Panipat,Haryana,HR
132102,Panipat,Haryana,HR
132103,Panipat,Haryana,HR
132104,Panipat,Haryana,HR
132105,Panipat,Haryana,HR
132106,Panipat,Haryana,HR
132107,Panipat,Haryana,HR
132108,Panipat,Haryana,HR
132113,Panipat,Haryana,HR
132114,Karnal,Haryana,HR
132115,Panipat,Haryana,HR
132116,Karnal,Haryana,HR
132117,Karnal,Haryana,HR
132122,Panipat,Haryana,HR
132140,Panipat,Haryana,HR
132145,Panipat,Haryana,HR
132157,Karnal,Haryana,HR
133001,Ambala,Haryana,HR
133004,Ambala,Haryana,HR
133005,Ambala,Haryana,HR
133006,Ambala,Haryana,HR
133101,Ambala,Haryana,HR
133102,Ambala,Haryana,HR
133103,Yamuna Nagar,Haryana,HR
133104,Ambala,Haryana,HR
133201,Ambala,Haryana,HR
133202,Ambala,Haryana,HR
133203,Ambala,Haryana,HR
133204,Yamuna Nagar,Haryana,HR
133205,Ambala,Haryana,HR
133206,Yamuna Nagar,Haryana,HR
133207,Ambala,Haryana,HR
133301,Panchkula,Haryana,HR
133302,Panchkula,Haryana,HR
134003,Ambala,Haryana,HR
134005,Ambala,Haryana,HR
134007,Ambala,Haryana,HR
134101,Panchkula,Haryana,HR
134102,Panchkula,Haryana,HR
134103,Panchkula,Haryana,HR
134104,Panchkula,Haryana,HR
134107,Panchkula,Haryana,HR
134108,Panchkula,Haryana,HR
134109,Panchkula,Haryana,HR
134112,Panchkula,Haryana,HR
134113,Panchkula,Haryana,HR
134114,Panchkula,Haryana,HR
134116,Panchkula,Haryana,HR
134117,Panchkula,Haryana,HR
134118,Panchkula,Haryana,HR
134201,Ambala,Haryana,HR
134202,Ambala,Haryana,HR
134203,Ambala,Haryana,HR
134204,Ambala,Haryana,HR
134205,Panchkula,Haryana,HR
135001,Yamuna Nagar,Haryana,HR
135002,Yamuna Nagar,Haryana,HR
135003,Yamuna Nagar,Haryana,HR
135004,Yamuna Nagar,Haryana,HR
135021,Yamuna Nagar,Haryana,HR
135101,Yamuna Nagar,Haryana,HR
135102,Yamuna Nagar,Haryana,HR
135103,Yamuna Nagar,Haryana,HR
135106,Yamuna Nagar,Haryana,HR
135133,Yamuna Nagar,Haryana,HR
136020,Kaithal,Haryana,HR
136021,Kaithal,Haryana,HR
136026,Kaithal,Haryana,HR
136027,Kaithal,Haryana,HR
136030,Kurukshetra,Haryana,HR
136033,Kaithal,Haryana,HR
136034,Kaithal,Haryana,HR
136035,Kaithal,Haryana,HR
136038,Kurukshetra,Haryana,HR
136042,Kaithal,Haryana,HR
136043,Kaithal,Haryana,HR
136044,Kaithal,Haryana,HR
136117,Kaithal,Haryana,HR
136118,Kurukshetra,Haryana,HR
136119,Kurukshetra,Haryana,HR
136128,Kurukshetra,Haryana,HR
136129,Kurukshetra,Haryana,HR
136130,Kurukshetra,Haryana,HR
136131,Kurukshetra,Haryana,HR
136132,Kurukshetra,Haryana,HR
136135,Kurukshetra,Haryana,HR
136136,Kurukshetra,Haryana,HR
136156,Kurukshetra,Haryana,HR
140001,Rupnagar,Punjab,PB
140101,Rupnagar,Punjab,PB
140102,Ropar,Punjab,PB
140103,Rupnagar,Punjab,PB
140108,Rupnagar,Punjab,PB
140109,Mohali,Punjab,PB
140110,Mohali,Punjab,PB
140111,Rupnagar,Punjab,PB
140112,Rupnagar,Punjab,PB
140113,Rupnagar,Punjab,PB
140114,Rupnagar,Punjab,PB
140115,Ropar,Punjab,PB
140116,Rupnagar,Punjab,PB
140117,Rupnagar,Punjab,PB
140118,Ropar,Punjab,PB
140119,Rupnagar,Punjab,PB
140123,Rupnagar,Punjab,PB
140124,Rupnagar,Punjab,PB
140125,Ropar,Punjab,PB
140126,Rupnagar,Punjab,PB
140133,Rupnagar,Punjab,PB
140201,Mohali,Punjab,PB
140301,Rupnagar,Punjab,PB
140306,Rupnagar,Punjab,PB
140307,Rupnagar,Punjab,PB
140308,Rupnagar,Punjab,PB
140401,Patiala,Punjab,PB
140402,Patiala,Punjab,PB
140405,Fatehgarh Sahib,Punjab,PB
140406,Fatehgarh Sahib,Punjab,PB
140407,Fatehgarh Sahib,Punjab,PB
140412,Fatehgarh Sahib,Punjab,PB
140413,Mohali,Punjab,PB
140417,Patiala,Punjab,PB
140501,Mohali,Punjab,PB
140506,Patiala,Punjab,PB
140507,Mohali,Punjab,PB
140601,Patiala,Punjab,PB
140602,Patiala,Punjab,PB
140603,Patiala,Punjab,PB
140604,Mohali,Punjab,PB
140701,Patiala,Punjab,PB
140702,Patiala,Punjab,PB
140802,Patiala,Punjab,PB
140901,Mohali,Punjab,PB
141001,Ludhiana,Punjab,PB
141002,Ludhiana,Punjab,PB
141003,Ludhiana,Punjab,PB
141004,Ludhiana,Punjab,PB
141006,Ludhiana,Punjab,PB
141007,Ludhiana,Punjab,PB
141008,Ludhiana,Punjab,PB
141010,Ludhiana,Punjab,PB
141012,Ludhiana,Punjab,PB
141013,Ludhiana,Punjab,PB
141014,Ludhiana,Punjab,PB
141015,Ludhiana,Punjab,PB
141016,Ludhiana,Punjab,PB
141017,Ludhiana,Punjab,PB
141101,Ludhiana,Punjab,PB
141102,Ludhiana,Punjab,PB
141103,Ludhiana,Punjab,PB
141104,Ludhiana,Punjab,PB
141105,Ludhiana,Punjab,PB
141106,Ludhiana,Punjab,PB
141107,Ludhiana,Punjab,PB
141108,Ludhiana,Punjab,PB
141109,Ludhiana,Punjab,PB
141110,Ludhiana,Punjab,PB
141112,Ludhiana,Punjab,PB
141113,Ludhiana,Punjab,PB
141114,Ludhiana,Punjab,PB
141115,Ludhiana,Punjab,PB
141116,Ludhiana,Punjab,PB
141117,Ludhiana,Punjab,PB
141118,Ludhiana,Punjab,PB
141119,Ludhiana,Punjab,PB
141120,Ludhiana,Punjab,PB
141121,Ludhiana,Punjab,PB
141122,Ludhiana,Punjab,PB
141123,Ludhiana,Punjab,PB
141125,Ludhiana,Punjab,PB
141126,Ludhiana,Punjab,PB
141127,Ludhiana,Punjab,PB
141201,Ludhiana,Punjab,PB
141202,Ludhiana,Punjab,PB
141203,Ludhiana,Punjab,PB
141204,Ludhiana,Punjab,PB
141205,Ludhiana,Punjab,PB
141206,Ludhiana,Punjab,PB
141401,Ludhiana,Punjab,PB
141411,Fatehgarh Sahib,Punjab,PB
141412,Ludhiana,Punjab,PB
141413,Ludhiana,Punjab,PB
141414,Ludhiana,Punjab,PB
141415,Ludhiana,Punjab,PB
141416,Ludhiana,Punjab,PB
141417,Ludhiana,Punjab,PB
141418,Ludhiana,Punjab,PB
141419,Ludhiana,Punjab,PB
141421,Ludhiana,Punjab,PB
141422,Ludhiana,Punjab,PB
141801,Fatehgarh Sahib,Punjab,PB
142001,Moga,Punjab,PB
142002,Moga,Punjab,PB
142003,Moga,Punjab,PB
142011,Moga,Punjab,PB
142021,Ludhiana,Punjab,PB
142022,Ludhiana,Punjab,PB
142023,Ludhiana,Punjab,PB
142024,Ludhiana,Punjab,PB
142025,Ludhiana,Punjab,PB
142026,Ludhiana,Punjab,PB
142027,Ludhiana,Punjab,PB
142028,Ludhiana,Punjab,PB
142029,Ludhiana,Punjab,PB
142030,Ludhiana,Punjab,PB
142031,Ludhiana,Punjab,PB
142032,Ludhiana,Punjab,PB
142033,Ludhiana,Punjab,PB
142034,Ludhiana,Punjab,PB
142035,Ludhiana,Punjab,PB
142036,Ludhiana,Punjab,PB
142037,Moga,Punjab,PB
142038,Moga,Punjab,PB
142039,Moga,Punjab,PB
142040,Moga,Punjab,PB
142041,Firozpur,Punjab,PB
142042,Moga,Punjab,PB
142043,Moga,Punjab,PB
142044,Firozpur,Punjab,PB
142045,Moga,Punjab,PB
142046,Moga,Punjab,PB
142047,Firozpur,Punjab,PB
142048,Moga,Punjab,PB
142049,Moga,Punjab,PB
142050,Firozpur,Punjab,PB
142052,Firozpur,Punjab,PB
142053,Moga,Punjab,PB
142054,Moga,Punjab,PB
142055,Moga,Punjab,PB
142056,Moga,Punjab,PB
142057,Moga,Punjab,PB
142058,Moga,Punjab,PB
142060,Firozpur,Punjab,PB
143001,Amritsar,Punjab,PB
143002,Amritsar,Punjab,PB
143005,Amritsar,Punjab,PB
143006,Amritsar,Punjab,PB
143008,Amritsar,Punjab,PB
143009,Amritsar,Punjab,PB
143022,Amritsar,Punjab,PB
143101,Amritsar,Punjab,PB
143102,Amritsar,Punjab,PB
143103,Amritsar,Punjab,PB
143105,Amritsar,Punjab,PB
143107,Amritsar,Punjab,PB
143108,Amritsar,Punjab,PB
143109,Amritsar,Punjab,PB
143111,Amritsar,Punjab,PB
143112,Amritsar,Punjab,PB
143113,Amritsar,Punjab,PB
143114,Amritsar,Punjab,PB
143115,Amritsar,Punjab,PB
143116,Amritsar,Punjab,PB
143117,Amritsar,Punjab,PB
143118,Tarn Taran,Punjab,PB
143119,Amritsar,Punjab,PB
143149,Amritsar,Punjab,PB
143201,Amritsar,Punjab,PB
143202,Amritsar,Punjab,PB
143203,Amritsar,Punjab,PB
143204,Amritsar,Punjab,PB
143205,Amritsar,Punjab,PB
143301,Amritsar,Punjab,PB
143302,Amritsar,Punjab,PB
143303,Amritsar,Punjab,PB
143304,Amritsar,Punjab,PB
143305,Amritsar,Punjab,PB
143401,Tarn Taran,Punjab,PB
143402,Amritsar,Punjab,PB
143406,Amritsar,Punjab,PB
143407,Amritsar,Punjab,PB
143408,Tarn Taran,Punjab,PB
143409,Amritsar,Punjab,PB
143410,Amritsar,Punjab,PB
143411,Amritsar,Punjab,PB
143412,Tarn Taran,Punjab,PB
143413,Amritsar,Punjab,PB
143414,Amritsar,Punjab,PB
143415,Tarn Taran,Punjab,PB
143416,Tarn Taran,Punjab,PB
143419,Tarn Taran,Punjab,PB
143422,Tarn Taran,Punjab,PB
143501,Amritsar,Punjab,PB
143502,Amritsar,Punjab,PB
143504,Amritsar,Punjab,PB
143505,Gurdaspur,Punjab,PB
143506,Gurdaspur,Punjab,PB
143507,Gurdaspur,Punjab,PB
143511,Gurdaspur,Punjab,PB
143512,Gurdaspur,Punjab,PB
143513,Gurdaspur,Punjab,PB
143514,Gurdaspur,Punjab,PB
143515,Gurdaspur,Punjab,PB
143516,Gurdaspur,Punjab,PB
143517,Gurdaspur,Punjab,PB
143518,Gurdaspur,Punjab,PB
143519,Gurdaspur,Punjab,PB
143520,Gurdaspur,Punjab,PB
143521,Gurdaspur,Punjab,PB
143525,Gurdaspur,Punjab,PB
143526,Gurdaspur,Punjab,PB
143527,Gurdaspur,Punjab,PB
143528,Gurdaspur,Punjab,PB
143529,Gurdaspur,Punjab,PB
143530,Gurdaspur,Punjab,PB
143531,Gurdaspur,Punjab,PB
143532,Gurdaspur,Punjab,PB
143533,Gurdaspur,Punjab,PB
143534,Gurdaspur,Punjab,PB
143601,Amritsar,Punjab,PB
143602,Gurdaspur,Punjab,PB
143603,Amritsar,Punjab,PB
143604,Gurdaspur,Punjab,PB
143605,Gurdaspur,Punjab,PB
143606,Amritsar,Punjab,PB
144001,Jalandhar,Punjab,PB
144002,Jalandhar,Punjab,PB
144003,Jalandhar,Punjab,PB
144004,Jalandhar,Punjab,PB
144005,Jalandhar,Punjab,PB
144006,Jalandhar,Punjab,PB
144007,Jalandhar,Punjab,PB
144008,Jalandhar,Punjab,PB
144009,Jalandhar,Punjab,PB
144010,Jalandhar,Punjab,PB
144011,Jalandhar,Punjab,PB
144012,Jalandhar,Punjab,PB
144014,Jalandhar,Punjab,PB
144020,Jalandhar,Punjab,PB
144021,Jalandhar,Punjab,PB
144022,Jalandhar,Punjab,PB
144023,Jalandhar,Punjab,PB
144024,Jalandhar,Punjab,PB
144025,Jalandhar,Punjab,PB
144026,Jalandhar,Punjab,PB
144027,Jalandhar,Punjab,PB
144028,Jalandhar,Punjab,PB
144029,Jalandhar,Punjab,PB
144030,Jalandhar,Punjab,PB
144031,Jalandhar,Punjab,PB
144032,Jalandhar,Punjab,PB
144033,Jalandhar,Punjab,PB
144034,Jalandhar,Punjab,PB
144035,Jalandhar,Punjab,PB
144036,Jalandhar,Punjab,PB
144037,Jalandhar,Punjab,PB
144039,Jalandhar,Punjab,PB
144040,Jalandhar,Punjab,PB
144041,Jalandhar,Punjab,PB
144042,Jalandhar,Punjab,PB
144043,Jalandhar,Punjab,PB
144044,Jalandhar,Punjab,PB
144101,Jalandhar,Punjab,PB
144102,Jalandhar,Punjab,PB
144103,Jalandhar,Punjab,PB
144104,Jalandhar,Punjab,PB
144105,Hoshiarpur,Punjab,PB
144106,Jalandhar,Punjab,PB
144201,Jalandhar,Punjab,PB
144202,Hoshiarpur,Punjab,PB
144204,Hoshiarpur,Punjab,PB
144205,Hoshiarpur,Punjab,PB
144206,Hoshiarpur,Punjab,PB
144207,Hoshiarpur,Punjab,PB
144208,Hoshiarpur,Punjab,PB
144209,Hoshiarpur,Punjab,PB
144210,Hoshiarpur,Punjab,PB
144211,Hoshiarpur,Punjab,PB
144212,Hoshiarpur,Punjab,PB
144213,Hoshiarpur,Punjab,PB
144214,Hoshiarpur,Punjab,PB
144216,Hoshiarpur,Punjab,PB
144221,Hoshiarpur,Punjab,PB
144222,Hoshiarpur,Punjab,PB
144223,Hoshiarpur,Punjab,PB
144224,Hoshiarpur,Punjab,PB
144301,Jalandhar,Punjab,PB
144302,Jalandhar,Punjab,PB
144303,Jalandhar,Punjab,PB
144305,Hoshiarpur,Punjab,PB
144306,Hoshiarpur,Punjab,PB
144311,Jalandhar,Punjab,PB
144401,Kapurthala,Punjab,PB
144402,Kapurthala,Punjab,PB
144403,Jalandhar,Punjab,PB
144404,Hoshiarpur,Punjab,PB
144405,Jalandhar,Punjab,PB
144406,Hoshiarpur,Punjab,PB
144407,Jalandhar,Punjab,PB
144408,Kapurthala,Punjab,PB
144409,Jalandhar,Punjab,PB
144410,Jalandhar,Punjab,PB
144411,Kapurthala,Punjab,PB
144415,Nawanshahr,Punjab,PB
144416,Jalandhar,Punjab,PB
144417,Jalandhar,Punjab,PB
144418,Jalandhar,Punjab,PB
144419,Jalandhar,Punjab,PB
144421,Nawanshahr,Punjab,PB
144422,Nawanshahr,Punjab,PB
144501,Nawanshahr,Punjab,PB
144502,Nawanshahr,Punjab,PB
144503,Nawanshahr,Punjab,PB
144504,Nawanshahr,Punjab,PB
144505,Nawanshahr,Punjab,PB
144506,Nawanshahr,Punjab,PB
144507,Nawanshahr,Punjab,PB
144508,Nawanshahr,Punjab,PB
144509,Nawanshahr,Punjab,PB
144510,Nawanshahr,Punjab,PB
144511,Jalandhar,Punjab,PB
144512,Nawanshahr,Punjab,PB
144513,Nawanshahr,Punjab,PB
144514,Nawanshahr,Punjab,PB
144515,Nawanshahr,Punjab,PB
144516,Nawanshahr,Punjab,PB
144517,Nawanshahr,Punjab,PB
144518,Nawanshahr,Punjab,PB
144519,Hoshiarpur,Punjab,PB
144520,Hoshiarpur,Punjab,PB
144521,Nawanshahr,Punjab,PB
144522,Nawanshahr,Punjab,PB
144523,Hoshiarpur,Punjab,PB
144524,Nawanshahr,Punjab,PB
144525,Nawanshahr,Punjab,PB
144526,Nawanshahr,Punjab,PB
144527,Hoshiarpur,Punjab,PB
144528,Hoshiarpur,Punjab,PB
144529,Hoshiarpur,Punjab,PB
144530,Hoshiarpur,Punjab,PB
144531,Hoshiarpur,Punjab,PB
144532,Nawanshahr,Punjab,PB
144533,Nawanshahr,Punjab,PB
144601,Kapurthala,Punjab,PB
144602,Kapurthala,Punjab,PB
144603,Kapurthala,Punjab,PB
144606,Kapurthala,Punjab,PB
144620,Kapurthala,Punjab,PB
144621,Kapurthala,Punjab,PB
144622,Kapurthala,Punjab,PB
144623,Jalandhar,Punjab,PB
144624,Kapurthala,Punjab,PB
144625,Kapurthala,Punjab,PB
144626,Kapurthala,Punjab,PB
144628,Kapurthala,Punjab,PB
144629,Jalandhar,Punjab,PB
144630,Jalandhar,Punjab,PB
144631,Kapurthala,Punjab,PB
144632,Kapurthala,Punjab,PB
144633,Jalandhar,Punjab,PB
144701,Jalandhar,Punjab,PB
144702,Jalandhar,Punjab,PB
144703,Jalandhar,Punjab,PB
144801,Jalandhar,Punjab,PB
144802,Kapurthala,Punjab,PB
144803,Kapurthala,Punjab,PB
144804,Kapurthala,Punjab,PB
144805,Jalandhar,Punjab,PB
144806,Jalandhar,Punjab,PB
144819,Kapurthala,Punjab,PB
145001,Gurdaspur,Punjab,PB
145022,Gurdaspur,Punjab,PB
145023,Gurdaspur,Punjab,PB
145024,Gurdaspur,Punjab,PB
145025,Gurdaspur,Punjab,PB
145026,Gurdaspur,Punjab,PB
145027,Gurdaspur,Punjab,PB
145029,Gurdaspur,Punjab,PB
145101,Gurdaspur,Punjab,PB
146001,Hoshiarpur,Punjab,PB
146021,Hoshiarpur,Punjab,PB
146022,Hoshiarpur,Punjab,PB
146023,Hoshiarpur,Punjab,PB
146024,Hoshiarpur,Punjab,PB
146101,Hoshiarpur,Punjab,PB
146102,Hoshiarpur,Punjab,PB
146103,Hoshiarpur,Punjab,PB
146104,Hoshiarpur,Punjab,PB
146105,Hoshiarpur,Punjab,PB
146106,Hoshiarpur,Punjab,PB
146107,Hoshiarpur,Punjab,PB
