Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
11|WESTERN REGION|MAHARASHTRA|SATARA|KHATAV|VADUJ|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|VADUJ|0000284|6150613|SEMI URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1965-12-27 00:00:00|"TALUKA KHATAV VADUJ P.O.,VADUJ(KHATAV),-1,SATARA,MAHARASHTRA,415506"|BRANCH||415002862|SBIN0000284|1965-12-28 00:00:00
12|WESTERN REGION|MAHARASHTRA|SANGLI|KHANAPUR|VITA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|VITA-KHANAPUR|0000285|6120104|SEMI URBAN|C|DBOD.B L NO .1485/B.L.3-65|1965-05-28 00:00:00|"MAYANI ROAD VITA (KHANAPUR),-1,SANGLI,MAHARASHTRA,415311"|BRANCH||415002476|SBIN0000285|1965-12-24 00:00:00
13|WESTERN REGION|MAHARASHTRA|WASHIM|MANGRULPIR|MANGRULPIR (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MANGRULPIR|0000286|6470294|SEMI URBAN|C|DBOD(CAL) No.829/BL.2(3).89|1989-08-01 00:00:00|"ASAWA BUILDING MAIN ROAD MANGRULPIR,-1,WASHIM,MAHARASHTRA,444403"|BRANCH||444002764|SBIN0000286|1965-12-24 00:00:00
14|WESTERN REGION|MAHARASHTRA|SOLAPUR|MOHOL|MOHOL|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH MOHOL|0000288|6100104|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0324|2020-05-22 00:00:00|"MOHOL POST BAG NO.1, EAJAMATI BHAVAN, BHUSAR PETH,-1,SOLAPUR,MAHARASHTRA,413213"|BRANCH||413002423|SBIN0000288|1965-11-17 00:00:00
15|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|WORLI (NORTH) MUMBAI|0000290|6000009|METROPOLITAN|B|BLC/59/65|1965-05-14 00:00:00|"WORLI, MUMBAI NIRLON HOUSE,DR.A.B.RD.,WORLI(N),P.B.NO.9124,BOMBAY-25,-1,MUMBAI,MAHARASHTRA,400030"|BRANCH||400002088|SBIN0000290|1965-11-10 00:00:00
16|WESTERN REGION|MAHARASHTRA|DHULE|SINDKHEDE|SHINDKHEDE|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|SINDKHEDA|0000291|6540064|SEMI URBAN|C|BLC.111/65|1965-09-09 00:00:00|"NEAR PHC, SHIRPUR ROAD SINDKHEDA,-1,DHULE,MAHARASHTRA,425406"|BRANCH||425002624|SBIN0000291|1965-11-08 00:00:00
17|WESTERN REGION|MAHARASHTRA|THANE|MURBAD|MURBAD (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MURBAD|0000292|6010413|SEMI URBAN|C|BAPD/7184/22.03.001/2013-14|2013-10-14 00:00:00|"murbad MURBAD,-1,THANE,MAHARASHTRA,421401"|BRANCH||400002861|SBIN0000292|1965-11-08 00:00:00
18|WESTERN REGION|MAHARASHTRA|AKOLA|BALAPUR|BALAPUR (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BALAPUR|0000294|6460294|SEMI URBAN|C|BLC 18/65|1965-02-15 00:00:00|"DIST AKOLA BALAPUR,-1,AKOLA,MAHARASHTRA,444302"|BRANCH||444002744|SBIN0000294|1965-10-28 00:00:00
19|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|SHRIGONDA|SHRIGONDA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH SHRIGONDA|0000295|6220054|SEMI URBAN|C|BLC.90/65|1965-07-29 00:00:00|"RAJ CHAMBERS NEAR BUS STAND SHRIGONDA,-1,AHILYANAGAR,MAHARASHTRA,413701"|BRANCH||413002671|SBIN0000295|1965-09-29 00:00:00
20|WESTERN REGION|MAHARASHTRA|JALGAON|PAROLA|PAROLA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|PAROLA|0000297|6560134|SEMI URBAN|C|BRNWM/Dup.Lic./2020-21/0242|2020-05-22 00:00:00|"BEHIND NATIONAL HIGHWAY 6 MATRU SMRUTI,POST BAG NO.1,-1,JALGAON,MAHARASHTRA,425111"|BRANCH||425002777|SBIN0000297|1965-09-27 00:00:00
21|WESTERN REGION|MAHARASHTRA|GADCHIROLI|GADCHIROLI|GADCHIROLI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|GHARCHIROLI|0000298|6600005|SEMI URBAN|C|BRNWM/Dup.Lic./2020-21/0354|1965-09-17 00:00:00|"MUL ROAD MADHU-MANDAKINI BATTUWAR BHAVAN,-1,GADCHIROLI,MAHARASHTRA,442605"|BRANCH||442002903|SBIN0000298|1965-09-17 00:00:00
22|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|MUMBAI MAIN BRANCH|0000300|6000009|METROPOLITAN|B|DBOD NO. BAPD 7178/22.03.001/2013-14|1955-07-01 00:00:00|"FORT APOLLO STREET, FORT, BOMBAY-1,-1,MUMBAI,MAHARASHTRA,400001"|BRANCH||400002010|SBIN0000300|1955-07-01 00:00:00
23|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|NAGAR|AHILYANAGAR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AHILYANAGAR|0000303|6220007|URBAN|B|BL .7394/C .353 (A)-87|1987-08-21 00:00:00|"PUNE AURANGABAD ROAD, P.B.NO.11, AHMEDNAGAR,-1,AHILYANAGAR,MAHARASHTRA,414001"|BRANCH||414002001|SBIN0000303|1922-02-01 00:00:00
24|WESTERN REGION|MAHARASHTRA|SOLAPUR|AKKALKOT|AKKALKOT (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AKALKOT|0000304|6100044|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0325|2020-05-22 00:00:00|"TALUKA-MALVAN NEAR OLD PALACE, OPP. SHAHJI HIGH SCHOOL,,-1,SOLAPUR,MAHARASHTRA,413216"|BRANCH||413002828|SBIN0000304|1958-06-26 00:00:00
25|WESTERN REGION|MAHARASHTRA|SOLAPUR|MALSHIRAS|AKLUJ (CT)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AGRICULTURE COMMERCIAL BRANCH AKLUJ|0000305|6100024|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0326|2020-05-22 00:00:00|"MAHAVIR PATH, GANDHI CHOWK POST BAG NO.1, AKLUJ,-1,SOLAPUR,MAHARASHTRA,413101"|BRANCH||413002452|SBIN0000305|1959-08-29 00:00:00
26|WESTERN REGION|MAHARASHTRA|AKOLA|AKOLA|AKOLA (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AKOLA|0000306|6460007|URBAN|C|BRNWM/DUP.LIC2020-21/0549|2020-05-28 00:00:00|"STATION ROAD JAWAHARLAL NEHRU NEAR TOWER CHOWK,-1,AKOLA,MAHARASHTRA,444001"|BRANCH||444002001|SBIN0000306|1900-01-02 00:00:00
27|WESTERN REGION|MAHARASHTRA|AKOLA|AKOT|AKOT (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AKOT|0000307|6460015|SEMI URBAN|C|DBOD(CAL)No.829/b1.2(3).89|1989-08-01 00:00:00|"AKOT POPATKHEDA ROAD,-1,AKOLA,MAHARASHTRA,444101"|BRANCH||444002152|SBIN0000307|1957-12-14 00:00:00
28|WESTERN REGION|MAHARASHTRA|RAIGAD|ALIBAG|ALIBAG (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ALIBAG|0000308|6030054|SEMI URBAN|C|LETTER NUMBER BPM/33|2000-05-02 00:00:00|"alibag P.B.NO.4,ALIBAG,-1,RAIGAD,MAHARASHTRA,402201"|BRANCH||402002919|SBIN0000308|1956-12-07 00:00:00
29|WESTERN REGION|MAHARASHTRA|JALGAON|AMALNER|AMALNER (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AMALNER|0000309|6560025|SEMI URBAN|C|BRNWM/DUP.LIC./2020-21/0243|2020-05-22 00:00:00|"NEAR SWAMI NARAYAN TEMPLE, STATION ROAD P.B.NO.3,AMALNER,-1,JALGAON,MAHARASHTRA,425401"|BRANCH||425002301|SBIN0000309|1953-10-01 00:00:00
30|WESTERN REGION|MAHARASHTRA|AMRAVATI|AMRAVATI|AMRAVATI (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|AMRAVATI|0000311|6440008|URBAN|C|D.B.O.D.NO.BL.7869/22.03.001/2008-09|1955-07-04 00:00:00|"SHYAM CHOWK AMRAVATI,444601,-1,AMRAVATI,MAHARASHTRA,444601"|BRANCH||444002971|SBIN0000311|1955-07-01 00:00:00
31|WESTERN REGION|MAHARASHTRA|WARDHA|ARVI|ARVI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ARVI|0000316|6420034|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0374|2020-05-22 00:00:00|"TALUKA-WARDHA DEURWADA ROAD,,-1,WARDHA,MAHARASHTRA,442201"|BRANCH||442002561|SBIN0000316|1957-04-22 00:00:00
32|WESTERN REGION|MAHARASHTRA|PUNE|BARAMATI|BARAMATI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BARAMATI|0000321|6200065|SEMI URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1956-11-15 00:00:00|"BHIGWAN ROAD ABDUL PURKAR BUILDING,-1,PUNE,MAHARASHTRA,413102"|BRANCH||413002101|SBIN0000321|1956-11-16 00:00:00
33|WESTERN REGION|MAHARASHTRA|SOLAPUR|BARSHI|BARSHI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BARSI|0000325|6100016|URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1958-12-30 00:00:00|"OPP ST STAND POST BAG NO.1,BARSI,-1,SOLAPUR,MAHARASHTRA,413401"|BRANCH||413002926|SBIN0000325|1958-12-30 00:00:00
34|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BASSEIN|0000326|3820729|METROPOLITAN|C|BRNWM/DUP LIC/2020-21/184|2020-05-18 00:00:00|"CONGRESS HOUSE, PARNAKA VASAI (WEST), P.B.NO.1,VASAI,-1,PALGHAR,MAHARASHTRA,401201"|BRANCH||400002115|SBIN0000326|1959-03-31 00:00:00
35|WESTERN REGION|MAHARASHTRA|BHANDARA|BHANDARA|BHANDARA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BHANDARA|0000328|6380015|SEMI URBAN|C|DBOD NO.B1. 7394/C.353 (A)-87|1987-08-21 00:00:00|"KESHAV BHAVAN STATION ROAD P.B.NO.2,BHANDARA,-1,BHANDARA,MAHARASHTRA,441904"|BRANCH||441002906|SBIN0000328|1957-01-23 00:00:00
36|WESTERN REGION|MAHARASHTRA|THANE|BHIWANDI|BHIWANDI NIZAMPUR (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BHIWANDI|0000331|6010068|URBAN|C|BLC 62/57 DBO 1006/14-57|1957-04-03 00:00:00|"bhiwandi POST BOX NO.1,BHIWANDI,-1,THANE,MAHARASHTRA,421302"|BRANCH||400002125|SBIN0000331|1958-01-28 00:00:00
37|WESTERN REGION|MAHARASHTRA|PUNE|BHOR|BHOR (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BHOR|0000333|6200293|SEMI URBAN|C|BRNWM/Dup.Lic./2020-21/0262|2020-05-22 00:00:00|"AUDUMBAR, VETAL PETH D-WING, GROUND FLOOR,,-1,PUNE,MAHARASHTRA,412206"|BRANCH||412002836|SBIN0000333|1963-06-29 00:00:00
38|WESTERN REGION|MAHARASHTRA|JALGAON|BHUSAWAL|BHUSAWAL (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BHUSAVAL|0000335|6560016|URBAN|C|BRNWM/Dup.Lic./2020-21/0240|2020-05-22 05:30:00|"G K HOUSE, JAMNER ROAD P.B.NO.2,BHUSAWAL,425201,-1,JALGAON,MAHARASHTRA,425201"|BRANCH||425002977|SBIN0000335|1952-11-05 00:00:00
39|WESTERN REGION|MAHARASHTRA|CHANDRAPUR|BRAHMAPURI|BRAHMAPURI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BRAHMAPURI|0000338|6360074|SEMI URBAN|C|DBOD.NO.B.L.7394/C.353(A)-87|1987-08-21 00:00:00|"BHAIYYA LAYOUT, WADSA ROAD OPPOSITE SWAGAT MANGAL KARYALAY BRAHMAPURI,-1,CHANDRAPUR,MAHARASHTRA,441206"|BRANCH||441002885|SBIN0000338|1958-12-29 00:00:00
40|WESTERN REGION|MAHARASHTRA|BULDHANA|BULDANA|BULDANA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BULDANA|0000340|6480015|SEMI URBAN|C|BRNWM/DUP.LIC2020-21/0550|2020-05-28 00:00:00|"CHIKHLI ROAD NEAR COLLECTOR OFFICE BULDHANA,-1,BULDHANA,MAHARASHTRA,443001"|BRANCH||443002905|SBIN0000340|1957-07-30 00:00:00
41|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|BYCULLA|0000343|6000009|METROPOLITAN|C|AGM/II/ADM/VPS/C/202|1994-07-07 00:00:00|"SIR J.J. MARG RICHARDSON & CRUDAS OFFICE BYCULLA,-1,MUMBAI,MAHARASHTRA,400008"|BRANCH||400002013|SBIN0000343|1918-05-13 00:00:00
42|WESTERN REGION|MAHARASHTRA|JALGAON|CHALISGAON|CHALISGAON(M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|CHALISGAON|0000345|6560035|SEMI URBAN|C|BRNWM/Dup.Lic./2020-21/0245|2020-05-22 00:00:00|"BHADGAON ROAD POST BAG NO.5,CHALISGAON,-1,JALGAON,MAHARASHTRA,424101"|BRANCH||424002892|SBIN0000345|1956-09-17 00:00:00
43|WESTERN REGION|MAHARASHTRA|CHANDRAPUR|CHANDRAPUR|CHANDRAPUR (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|CHANDRAPUR|0000346|6360007|URBAN|C|DBOD.NO.BL.7394/C.353(A)-87|1987-08-21 00:00:00|"KASTURBA ROAD, P.B. NO.1, NEAR SHRIKRISHNA TALKIES P.B.NO.1,CHANDRAPUR-442402,-1,CHANDRAPUR,MAHARASHTRA,442402"|BRANCH||442002001|SBIN0000346|1953-04-06 00:00:00
44|WESTERN REGION|MAHARASHTRA|BULDHANA|CHIKHLI|CHIKHLI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|CHIKHLI|0000349|6480025|SEMI URBAN|C|BRNWM/DUP.LIC./2020-21/0551|2020-05-28 00:00:00|"SHIVAJI CHOWK CHIKHLI,-1,BULDHANA,MAHARASHTRA,443201"|BRANCH||443002001|SBIN0000349|1959-10-12 00:00:00
45|WESTERN REGION|MAHARASHTRA|RATNAGIRI|CHIPLUN|CHIPLUN (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|CHIPLUN|0000350|6050015|SEMI URBAN|C|DBOD.NO.BL.4662/22.03.001/2009-10|2009-09-11 00:00:00|"PUSHPARAJ SHIVAJI CHOWK SHIVAJI CHK,CHIPLUN,415605,-1,RATNAGIRI,MAHARASHTRA,415605"|BRANCH||415002865|SBIN0000350|1958-08-25 00:00:00
46|WESTERN REGION|MAHARASHTRA|JALGAON|CHOPDA|CHOPDA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|CHOPDA|0000351|6560045|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0390|1959-10-19 00:00:00|"TALUKA CHOPDA CHOPDA,-1,JALGAON,MAHARASHTRA,425107"|BRANCH||425002778|SBIN0000351|1959-10-19 00:00:00
47|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DADAR MILLENIUM BRANCH|0000353|6000009|METROPOLITAN|C|BPMM/SRW/309|2011-05-20 00:00:00|"dadar P.B.NO.5508,DADAR,BOMBAY-14,-1,MUMBAI,MAHARASHTRA,400014"|BRANCH||400002021|SBIN0000353|1935-11-14 00:00:00
48|WESTERN REGION|MAHARASHTRA|PALGHAR|DAHANU|DAHANU (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DAHANU ROAD|0000354|3820095|SEMI URBAN|C|BRNWM/DUP LIC/2020-21/0185|2020-05-18 00:00:00|"dahanu P.B.NO.1,DAHANU ROAD,DAHANU,-1,PALGHAR,MAHARASHTRA,401602"|BRANCH||401002102|SBIN0000354|1957-03-23 00:00:00
49|WESTERN REGION|MAHARASHTRA|YAVATMAL|DARWHA|DARWHA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DARWHA|0000356|6340014|SEMI URBAN|C|BLC 21/53|1953-11-03 00:00:00|"AT NATUWADI DARWHA,-1,YAVATMAL,MAHARASHTRA,445202"|BRANCH||445002736|SBIN0000356|1958-03-07 00:00:00
50|WESTERN REGION|MAHARASHTRA|AMRAVATI|DARYAPUR|DARYAPUR BANOSA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DARYAPUR|0000357|6440044|SEMI URBAN|C|RM.V.GB.8133|1993-03-09 00:00:00|"DIST AMRAVATI DARYAPUR-BANOSA,-1,AMRAVATI,MAHARASHTRA,444803"|BRANCH||444002760|SBIN0000357|1957-10-30 00:00:00
51|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|DEOLALI (CB)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DEOLALI|0000360|6500025|SEMI URBAN|C|DBOD 1712/BL.2(3)|1974-05-23 00:00:00|"ANAND ROAD DEOLALI CANTONMENT,DEOLALI,-1,NASIK,MAHARASHTRA,422401"|BRANCH||422002007|SBIN0000360|1943-03-29 00:00:00
52|WESTERN REGION|MAHARASHTRA|JALGAON|DHARANGAON|DHARANGAON (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DHARANGAON|0000363|6560074|SEMI URBAN|C|BRNWM/Dup.Lic/2020-21/0391|2020-05-22 00:00:00|"STATION MAIN ROAD DHARANGAON,-1,JALGAON,MAHARASHTRA,425105"|BRANCH||425002786|SBIN0000363|1960-05-09 00:00:00
53|WESTERN REGION|MAHARASHTRA|PUNE|DAUND|DAUND (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DAUND|0000365|6200054|SEMI URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1962-01-08 00:00:00|"SIDDHATEK ROAD HAJI YUSUF KHAN COMPLEX,-1,PUNE,MAHARASHTRA,413801"|BRANCH||413002476|SBIN0000365|1962-01-08 00:00:00
54|WESTERN REGION|MAHARASHTRA|DHULE|DHULE|DHULE (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DHULIA|0000366|6540007|URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1922-05-01 00:00:00|"POST BOX NO.14 RED CROSS ROAD,,-1,DHULE,MAHARASHTRA,424001"|BRANCH||424002001|SBIN0000366|1922-05-01 00:00:00
55|WESTERN REGION|MAHARASHTRA|YAVATMAL|DIGRAS|DIGRAS (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|DIGRAS|0000367|6340024|SEMI URBAN|C|BL7394/C.353(A)87|1958-12-29 00:00:00|"SHIVAJI WARD, ARNI ROAD POST BAG NO.4,DIGRAS,-1,YAVATMAL,MAHARASHTRA,445203"|BRANCH||445002818|SBIN0000367|1958-12-29 00:00:00
56|WESTERN REGION|MAHARASHTRA|AMRAVATI|ACHALPUR|ACHALPUR (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ACHALPUR|0000371|6440016|URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|1953-05-04 00:00:00|"CIVIL LINES ACHALPUR,444805,-1,AMRAVATI,MAHARASHTRA,444805"|BRANCH||444002843|SBIN0000371|1953-05-04 00:00:00
57|WESTERN REGION|MAHARASHTRA|MUMBAI|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|GIRGAON (MUMBAI)|0000374|6000009|METROPOLITAN|C|DPAD/210|2014-07-04 00:00:00|"GIRGAON P.B.NO.3611,GIRGAON,BOMBAY-4(BR),-1,MUMBAI,MAHARASHTRA,400004"|BRANCH||400002028|SBIN0000374|1916-11-13 00:00:00
58|WESTERN REGION|MAHARASHTRA|GONDIA|GONDIYA|GONDIYA (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|GONDIA|0000376|6390136|URBAN|C|DBOD NO.B1. 7394/C.353 (A)-87|1987-08-21 00:00:00|"AGRASEN BHAVAN ROAD GONDIA,-1,GONDIA,MAHARASHTRA,441601"|BRANCH||441002970|SBIN0000376|1953-03-02 00:00:00
59|WESTERN REGION|MAHARASHTRA|WARDHA|HINGANGHAT|HINGANGHAT (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|HINGANGHAT|0000382|6420006|URBAN|C|DBOD.(CAL)NO. 829/BL.2(3)-89|1989-08-01 00:00:00|"GANDHI WARD, ANUPAM BUILDING NEAR CIVIL COURT HINGANGHAT,-1,WARDHA,MAHARASHTRA,442301"|BRANCH||442002868|SBIN0000382|1957-08-26 00:00:00
60|WESTERN REGION|MAHARASHTRA|KOLHAPUR|HATKANANGLE|ICHALKARANJI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|ICHALKARANJI|0000384|6080017|URBAN|C|BL.C.65/59|1959-05-18 00:00:00|"POST BAG NO.38, P.B.NO.38, ICHHALKARANJI,-1,KOLHAPUR,MAHARASHTRA,416115"|BRANCH||416002001|SBIN0000384|1959-10-29 00:00:00
61|WESTERN REGION|MAHARASHTRA|NASIK|IGATPURI|IGATPURI (M CL)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|IGATPURI|0000386|6500054|SEMI URBAN|C|BRNWM/DUP.LIC/2020-21/0331|2020-05-22 00:00:00|"RAWAT SADAN POST BOX NO.4,,-1,NASIK,MAHARASHTRA,422403"|BRANCH||422002702|SBIN0000386|1958-08-20 00:00:00
62|WESTERN REGION|MAHARASHTRA|JALGAON|JALGAON|JALGAON (M CORP.)|PUBLIC SECTOR BANKS|STATE BANK OF INDIA|JALGAON|0000393|6560007|URBAN|C|DBOD.NO.BL.7869/22.03.001/2008-09|2008-11-18 00:00:00|"G K NAGAR JAMNER ROAD P.B.NO.2, JALGAON,-1,JALGAON,MAHARASHTRA,425001"|BRANCH||425002001|SBIN0000393|1955-07-01 00:00:00
