Sr.No.|Region|State|District|Sub District|Center|Bank Group|Bank Name|Banking Channel Name|Part 1 Code|Part 2 Code|Population Group|AD Category|License Number|License Date|Address|Banking Channel Type|Sub Type|MICR Code|IFSC Code|Date of opening
5135|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|"PUNE , BANER ROAD"|0243242|6200019|METROPOLITAN|B|DBOD No.BL.18700/22.03.014/2009-10|2010-04-30 00:00:00|"NEAR HOTEL SHIVSAGAR SY.NO. 183/2 TAMHANE COMPLEX BANER, PUNE,-1,PUNE,MAHARASHTRA,411045"|BRANCH||411015036|CNRB0003334|2010-05-06 00:00:00
5136|WESTERN REGION|MAHARASHTRA|PARBHANI|MANWATH|MANWATH (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|MANWATH|0243254|6260044|SEMI URBAN|B|DBOD NO.BL 11051/22.03.014/2009-10(10)|2009-11-17 00:00:00|"NEAR BUS STAND, MAIN ROAD 1-7-33, GOLAIT NAGER MANWATH,-1,PARBHANI,MAHARASHTRA,431505"|BRANCH||431015501|CNRB0003328|2010-07-29 00:00:00
5137|WESTERN REGION|MAHARASHTRA|PUNE|SHIRUR|RANJANGAON GANPATI|PUBLIC SECTOR BANKS|CANARA BANK|RANJANGAON|0243274|6201093|SEMI URBAN|B|||"Ranjangaon Ganpati Plot No.1793, Pune-Ahmednagar Road,,-1,PUNE,MAHARASHTRA,412209"|BRANCH||411015038|CNRB0003407|2010-11-19 00:00:00
5138|WESTERN REGION|MAHARASHTRA|THANE|THANE|THANE (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|THANE LOUIS WADI|0243396|6010009|METROPOLITAN|B|DBOD NO BL 21064/22.03.014/2008-09 (40)|2009-06-08 00:00:00|"Thane Auralis-The Twins, Opp.LIC Bldg, Behind RTO Office, Hajuri Road, Louiswadi,,-1,THANE,MAHARASHTRA,400604"|BRANCH||400015150|CNRB0003501|2011-02-21 00:00:00
5139|WESTERN REGION|MAHARASHTRA|NAGPUR|HINGNA|HINGNA|PUBLIC SECTOR BANKS|CANARA BANK|BUTIBORI|0243415|6400412|RURAL|B|SPDW/DS/BEP-GEN/KSU/2048-2010|2010-12-28 00:00:00|"WARDHA ROAD X-263, I FLOOR, PATNI COMPLEX BUTIBORI,-1,NAGPUR,MAHARASHTRA,441108"|BRANCH||440015014|CNRB0003481|2011-03-16 00:00:00
5140|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|WADGAON-SHINDE|PUBLIC SECTOR BANKS|CANARA BANK|WADGAON SHINDE|0243569|6202731|RURAL|B|||"WADGAON SHINDE GAT NO 284 WADGAON SHINDE,-1,PUNE,MAHARASHTRA,412207"|BRANCH||411015043|CNRB0003771|2011-09-10 00:00:00
5141|WESTERN REGION|MAHARASHTRA|PUNE|SHIRUR|SHIKRAPUR|PUBLIC SECTOR BANKS|CANARA BANK|SHIKRAPUR|0243570|6200923|SEMI URBAN|B|||"SHIKRAPUR GAT NO. 1104, BANDAL COMPLEX SHIKRAPUR,-1,PUNE,MAHARASHTRA,412208"|BRANCH||411015041|CNRB0003774|2011-09-10 00:00:00
5142|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|MANJARI KH.|PUBLIC SECTOR BANKS|CANARA BANK|MANJARI KHURD|0243571|6200941|RURAL|B|||"NILESH MAHARAJ CHOWK NEAR ZILLA PARISHAD PRIMARY SCHOOL MANJARI KHURD,-1,PUNE,MAHARASHTRA,412307"|BRANCH||411015040|CNRB0003775|2011-09-10 00:00:00
5143|WESTERN REGION|MAHARASHTRA|PUNE|HAVELI|AWHALWADI|PUBLIC SECTOR BANKS|CANARA BANK|AWHALWADI|0243572|6202742|RURAL|B|||"AWHALWADI CANARA BANK AWHALWADI,-1,PUNE,MAHARASHTRA,412207"|BRANCH||411015044|CNRB0003793|2011-09-10 00:00:00
5144|WESTERN REGION|MAHARASHTRA|PUNE|MULSHI|PIRANGUT (CT)|PUBLIC SECTOR BANKS|CANARA BANK|PIRANGUT|0243573|6200383|SEMI URBAN|B|||"PIRANGUT KASARAMBOLI SHOP NO 2, GHOTAWADE PHATA PIRANGUT,-1,PUNE,MAHARASHTRA,412108"|BRANCH||411015042|CNRB0003779|2011-09-10 00:00:00
5145|WESTERN REGION|MAHARASHTRA|PALGHAR|VASAI|VASAI-VIRAR CITY (M CORP)|PUBLIC SECTOR BANKS|CANARA BANK|VATAR|0243585|3820729|METROPOLITAN|B|||"VATAR HOUSE NO 539, PATIL BUILDING, NEAR GANESH PRA VATAR,-1,PALGHAR,MAHARASHTRA,401301"|BRANCH||400015152|CNRB0003788|2011-09-13 00:00:00
5146|WESTERN REGION|MAHARASHTRA|WARDHA|SELOO|HINGNI|PUBLIC SECTOR BANKS|CANARA BANK|HINGNI|0243586|6420142|RURAL|B|||"BORDHARAN ROAD HOUSE NO 498 WARD NO1 HINGNI,-1,WARDHA,MAHARASHTRA,442104"|BRANCH||442015501|CNRB0003783|2011-09-13 00:00:00
5147|WESTERN REGION|MAHARASHTRA|AKOLA|MURTIJAPUR|MANA|PUBLIC SECTOR BANKS|CANARA BANK|MANA|0243587|6460352|RURAL|B|||"MAIN ROAD, MANA PLOT NO 38 RAM KRISHNA MANDIR BUILDING MANA,-1,AKOLA,MAHARASHTRA,444106"|BRANCH||444015501|CNRB0003784|2011-09-13 00:00:00
5148|WESTERN REGION|MAHARASHTRA|BHANDARA|BHANDARA|KOTHURNA|PUBLIC SECTOR BANKS|CANARA BANK|KOTHURNA|0243588|6381141|RURAL|B|||"MAIN ROAD, KOTHURNA HOUSE NO 48 CHOPKAR BUILDING KOTHURNA,-1,BHANDARA,MAHARASHTRA,441905"|BRANCH||441015501|CNRB0003790|2011-09-13 00:00:00
5149|WESTERN REGION|MAHARASHTRA|BHANDARA|BHANDARA|MOHADURA|PUBLIC SECTOR BANKS|CANARA BANK|MOHADURA|0243589|6381151|RURAL|B|||"MAIN ROAD, MOHADURA HOUSE NO 32 SUBASH WARD MOHADURA,-1,BHANDARA,MAHARASHTRA,441906"|BRANCH||441015502|CNRB0003791|2011-09-13 00:00:00
5150|WESTERN REGION|MAHARASHTRA|WARDHA|WARDHA|BARBADI|PUBLIC SECTOR BANKS|CANARA BANK|BARBADI|0243590|6420511|RURAL|B|||"MAIN ROAD, BARBADI HOUSE NO 393 WARD NO3 BARBADI,-1,WARDHA,MAHARASHTRA,442102"|BRANCH||442015502|CNRB0003792|2011-09-13 00:00:00
5151|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|PANVEL (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|OWE|0243591|6030027|URBAN|B|||"0 Shop No.1-4, Rameshwar CHS, Plot No.125,,-1,RAIGAD,MAHARASHTRA,410210"|BRANCH||400015153|CNRB0003760|2011-09-13 00:00:00
5152|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|WASHI|PUBLIC SECTOR BANKS|CANARA BANK|WASHI|0243592|6082412|RURAL|B|||"MAIN CHOWK CANARA BANK IST FLOOR WASHI,-1,KOLHAPUR,MAHARASHTRA,416001"|BRANCH||416015505|CNRB0003772|2011-09-13 00:00:00
5153|WESTERN REGION|MAHARASHTRA|BID|BID|PALI|PUBLIC SECTOR BANKS|CANARA BANK|PALI|0243593|6280941|RURAL|B|||"MAIN ROAD DR. SALUNKE COMPLEX PALI,-1,BID,MAHARASHTRA,431122"|BRANCH||431015502|CNRB0003773|2011-09-13 00:00:00
5154|WESTERN REGION|MAHARASHTRA|SATARA|SATARA|VARNE|PUBLIC SECTOR BANKS|CANARA BANK|VARNE|0243594|6151841|RURAL|B|||"MAIN ROAD VARNE VIKAS SEVA SOCIETY LIMITED VARNE,-1,SATARA,MAHARASHTRA,415019"|BRANCH||415015502|CNRB0003769|2011-09-13 00:00:00
5155|WESTERN REGION|MAHARASHTRA|SATARA|SATARA|KIDGAON|PUBLIC SECTOR BANKS|CANARA BANK|KIDGAON|0243595|6151851|RURAL|B|||"MAIN ROAD H NO 232 KIDGAON,-1,SATARA,MAHARASHTRA,415015"|BRANCH||415015503|CNRB0003770|2011-09-13 00:00:00
5156|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|PAITHAN|CHITEGAON (CT)|PUBLIC SECTOR BANKS|CANARA BANK|CHITEGAON|0243596|6240903|SEMI URBAN|B|||"MAIN ROAD BLDG NO.41, OPP.GRAM PANCHAYAT BHAVAN CHITEGAON,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431105"|BRANCH||431015005|CNRB0003761|2011-09-13 00:00:00
5157|WESTERN REGION|MAHARASHTRA|SANGLI|WALWA|ASHTA (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|ASHTA|0243597|6120024|SEMI URBAN|B|||"MAIN ROAD VILASRAO SHINDE SHOPPING CENTRE ASHTA,-1,SANGLI,MAHARASHTRA,416301"|BRANCH||416015503|CNRB0003777|2011-09-13 00:00:00
5158|WESTERN REGION|MAHARASHTRA|SANGLI|PALUS|PALUS|PUBLIC SECTOR BANKS|CANARA BANK|PALUS|0243598|6120424|SEMI URBAN|B|||"MAIN ROAD SISAL BUILDING PALUS,-1,SANGLI,MAHARASHTRA,416310"|BRANCH||416015504|CNRB0003778|2011-09-13 00:00:00
5159|WESTERN REGION|MAHARASHTRA|SANGLI|WALWA|KASEGAON|PUBLIC SECTOR BANKS|CANARA BANK|KASEGAON|0243599|6120483|SEMI URBAN|B|||"BAZARPETH PANCHIM BHAGVIKAS SOCIETY BUILDING KASAGAON,-1,SANGLI,MAHARASHTRA,415404"|BRANCH||415015501|CNRB0003781|2011-09-13 00:00:00
5160|WESTERN REGION|MAHARASHTRA|THANE|THANE|NAVI MUMBAI (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|NAVI MUMBAI KOPAR KHAIRANE|0243706|6010489|METROPOLITAN|B|DBOD NO BL 21064/22.03.014/2008-09 (39)|2009-06-08 00:00:00|"SECTOR-2A CHHADVA AVENUE, PLOT NO.61 KOPAR KHAIRANE, NAVI MUMBAI,-1,THANE,MAHARASHTRA,400709"|BRANCH||400015154|CNRB0003913|2011-11-19 00:00:00
5161|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|PUNE DHANORI|0243728|6200019|METROPOLITAN|B|DBOD NO BL 21064/22.03.014/2008-09 (150)|2009-06-08 00:00:00|"DHANORI-LOHAGAON ROAD SHOP NO.2,4,5,CELETINE, S.R.NO.17/1A DHANORI, PUNE,-1,PUNE,MAHARASHTRA,411015"|BRANCH||411015045|CNRB0003893|2011-11-19 00:00:00
5162|WESTERN REGION|MAHARASHTRA|KOLHAPUR|KARVIR|KOLHAPUR (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|KOLHAPUR -SANE GURUJI VASAHAT|0243729|6080008|URBAN|B|DBOD NO BL 17581/22.03.014/2010-11(19)|2011-05-13 00:00:00|"SANE GURUJI VASAHAT PLOT NO.114, SANE GURUJI SHIKSHAN GRIHANIRMAN SANE GURUJI VASAHAT, KOLHAPUR,-1,KOLHAPUR,MAHARASHTRA,416012"|BRANCH||416015006|CNRB0003894|2011-11-19 00:00:00
5163|WESTERN REGION|MAHARASHTRA|AMRAVATI|AMRAVATI|AMRAVATI (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|AMARAVATHI NAVSARI|0243730|6440008|URBAN|B|DBOD NO BL 14758/22.03.014/2010-11(1)|2011-03-21 00:00:00|"VMV ROAD SHIVSHAKTI SANKUL, 9, RAY COLONY NAVSARI, AMARAVATHI,-1,AMRAVATI,MAHARASHTRA,444604"|BRANCH||444015102|CNRB0003570|2011-11-19 00:00:00
5164|WESTERN REGION|MAHARASHTRA|NAGPUR|KALAMESHWAR|KALAMESHWAR (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|KALMESHWAR|0243762|6400113|SEMI URBAN|B|||"WEEKLY MARKET I FLOOR, A BLOCK KALMESHWAR,-1,NAGPUR,MAHARASHTRA,441501"|BRANCH||440015015|CNRB0003704|2012-01-27 00:00:00
5165|WESTERN REGION|MAHARASHTRA|NAGPUR|NAGPUR (URBAN)|NAGPUR (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|NAGPUR BHARAT NAGAR|0243890|6400009|METROPOLITAN|B|DBOD NO BL 5823/22.03.014/2011-12(32)|2011-10-14 00:00:00|"AMRAVATI ROAD, BHARAT NAGAR 11, SHRI SWAMI SANKUL BHARAT NAGAR, NAGPUR,-1,NAGPUR,MAHARASHTRA,440033"|BRANCH||440015018|CNRB0003920|2013-03-15 00:00:00
5166|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|"SPECIALISED SME BRANCH, MIDC WALUJ"|0244081|6240009|METROPOLITAN|B|DBOD NO BL 5823/22.03.014/2011-12(28)|2011-10-14 00:00:00|"NEAR GURUNANAK PETROL PUMP, JALNA ROAD PLOT NO.1, MARATHWADA BLDG, OPP.SANFRANCIS SC JALNA ROAD,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431001"|BRANCH||431015006|CNRB0003916|2013-08-16 00:00:00
5167|WESTERN REGION|MAHARASHTRA|PUNE|BHOR|BHOR (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|BHOR|0244082|6200293|SEMI URBAN|B|||"MANGALWAR PETH 160, BHAGYASHREE ARCADE BHOR,-1,PUNE,MAHARASHTRA,412206"|BRANCH||412015052|CNRB0004505|2013-08-16 00:00:00
5168|WESTERN REGION|MAHARASHTRA|PUNE|BARAMATI|BARAMATI (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|BARAMATI|0244083|6200065|SEMI URBAN|B|||"BHIGWAN ROAD ANUSUYA COMPLEX, HOTEL URVASHI BARAMATI,-1,PUNE,MAHARASHTRA,413102"|BRANCH||413015101|CNRB0004506|2013-08-16 00:00:00
5169|WESTERN REGION|MAHARASHTRA|NASIK|NASHIK|NASHIK (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|NASHIK CIDCO|0244084|6500019|METROPOLITAN|B|DBOD NO BL 5823/22.03.014/2011-12(29)|2011-10-14 00:00:00|"BESIDE AMBAD POLICE STATION PLOTT NO.22, ASHWIN NAGAR, NEAR PELICAN PARK ASHWIN NAGAR,-1,NASIK,MAHARASHTRA,422009"|BRANCH||422015006|CNRB0004507|2013-08-16 00:00:00
5170|WESTERN REGION|MAHARASHTRA|AHILYANAGAR|JAMKHED|NAIGAON|PUBLIC SECTOR BANKS|CANARA BANK|NAIGAON|0244085|6223111|RURAL|B|||"BESIDE TELEPHONE EXCHANGE OPP.POST OFFICE NAIGAON,-1,AHILYANAGAR,MAHARASHTRA,413201"|BRANCH||414015503|CNRB0004508|2013-08-16 00:00:00
5171|WESTERN REGION|MAHARASHTRA|RAIGAD|PANVEL|CHIKHALE|PUBLIC SECTOR BANKS|CANARA BANK|CHIKHALE|0244086|6031291|RURAL|B|||"CHIKHALE C-28, VIJAY SADA CO-OP HOUSING SOCIETY,-1,RAIGAD,MAHARASHTRA,410221"|BRANCH||400015502|CNRB0004509|2013-08-16 00:00:00
5172|WESTERN REGION|MAHARASHTRA|RATNAGIRI|CHIPLUN|KALAMBASTE|PUBLIC SECTOR BANKS|CANARA BANK|KALAMBASTE|0244087|6051421|RURAL|B|||"0 SHOP NO.3, RAVINDRODAY PLAZA KALAMBASTE,-1,RATNAGIRI,MAHARASHTRA,415605"|BRANCH||415015504|CNRB0004510|2013-08-16 00:00:00
5173|WESTERN REGION|MAHARASHTRA|SATARA|KHANDALA|KESURDI|PUBLIC SECTOR BANKS|CANARA BANK|KESURDI|0244088|6151911|RURAL|B|||"AT: KESURDI BEHIND Z P SCHOOL KESURDI,-1,SATARA,MAHARASHTRA,412802"|BRANCH||412015501|CNRB0004511|2013-08-16 00:00:00
5174|WESTERN REGION|MAHARASHTRA|SATARA|KARAD|VASANTGAD|PUBLIC SECTOR BANKS|CANARA BANK|VASANTGAD|0244089|6151921|RURAL|B|||"GANESHPETH, KARAD PATAN ROAD 176 A VASANTGAD,-1,SATARA,MAHARASHTRA,415114"|BRANCH||415015505|CNRB0004512|2013-08-16 00:00:00
5175|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|CANARA BANK|MUMBAI- JUHU SNDT UNIVERSITY|0244133|2910009|METROPOLITAN|B|DBOD.No.BAPD.39/22.03.014/2012-13|2013-07-01 00:00:00|"JUHU ROAD SNDT WOMEN'S UNIVERSITY, SIR VITHALDAS THAKER SANTACRUZ (WEST),-1,MUMBAI SUBURBAN,MAHARASHTRA,400049"|BRANCH||400015159|CNRB0004634|2013-08-26 00:00:00
5176|WESTERN REGION|MAHARASHTRA|WASHIM|WASHIM|WASHIM (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|WASHIM|0244182|6470005|SEMI URBAN|B|||"RISOD ROAD PARAS PLAZA-II WASHIM,-1,WASHIM,MAHARASHTRA,444505"|BRANCH||444015202|CNRB0004313|2013-08-30 00:00:00
5177|WESTERN REGION|MAHARASHTRA|NANDURBAR|NANDURBAR|NANDURBAR (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|NANDURBAR|0244183|6550006|URBAN|B|||"AMRUT CHOWK 909E, GROUND FLOOR, AMRUT COMPLEX NANDRUBAR,-1,NANDURBAR,MAHARASHTRA,425412"|BRANCH||425015202|CNRB0004312|2013-08-30 00:00:00
5178|WESTERN REGION|MAHARASHTRA|AKOLA|AKOLA|GOREGAON KH|PUBLIC SECTOR BANKS|CANARA BANK|GOREGAON KH|0244184|6461001|RURAL|B|||"MAIN ROAD GOREGAON (KH),-1,AKOLA,MAHARASHTRA,444006"|BRANCH||444015502|CNRB0003127|2013-08-30 00:00:00
5179|WESTERN REGION|MAHARASHTRA|PALGHAR|VADA|VADA (CT)|PUBLIC SECTOR BANKS|CANARA BANK|VADA|0244207|3820503|SEMI URBAN|B|||"BHIWANDI WADA ROAD GUARI COMPLEX NO.2, KHANDESHWARI NAKA VADA,-1,PALGHAR,MAHARASHTRA,421303"|BRANCH||400015163|CNRB0004640|2013-08-30 00:00:00
5180|WESTERN REGION|MAHARASHTRA|PALGHAR|VADA|KHARIVALI TARF POULBAR|PUBLIC SECTOR BANKS|CANARA BANK|KHARIVALI TARF POULBAR|0244232|3820611|RURAL|B|||"KUDUS KHANIVLI ROAD, TARF POULBAR HOUSE NO.214, GALA NO.1,2 & 3 KHARIVALI TARF POULBAR,-1,PALGHAR,MAHARASHTRA,421312"|BRANCH||400015165|CNRB0004626|2013-08-31 00:00:00
5181|WESTERN REGION|MAHARASHTRA|PALGHAR|DAHANU|DAHANU (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|DAHANU|0244233|3820095|SEMI URBAN|B|||"GOPI PURA, JAWHAR ROAD 104/B, GROUND FLOOR, OLD HOUSE NO.2743/44 DAHANU (EAST),-1,PALGHAR,MAHARASHTRA,401602"|BRANCH||400015164|CNRB0004642|2013-08-31 00:00:00
5182|WESTERN REGION|MAHARASHTRA|MUMBAI SUBURBAN|NO BLOCK|GREATER MUMBAI (M CORP.) (PART)|PUBLIC SECTOR BANKS|CANARA BANK|MUMBAI NSE OF INDIA LTD (NSEIL)|0244270|2910009|METROPOLITAN|B|DBPD.No.BAPD.3944/22.03.014/2013-14 (3)|2013-09-10 00:00:00|"BANDRA-KURLA COMPLEX, BANDRA EAST EXCHANGE PLAZA, NSEIL BLDG. BANDRA EAST,-1,MUMBAI SUBURBAN,MAHARASHTRA,400051"|BRANCH||400015156|CNRB0008564|2013-09-13 00:00:00
5183|WESTERN REGION|MAHARASHTRA|THANE|SHAHAPUR|SHAHAPUR (CT)|PUBLIC SECTOR BANKS|CANARA BANK|SHAHAPUR|0244361|6010453|SEMI URBAN|B|||"PANDIT NAKA ANUSAYA APARTMENT I FLOOR OPP. S T STAND SHAHAPUR,-1,THANE,MAHARASHTRA,421601"|BRANCH||400015160|CNRB0004646|2013-09-26 00:00:00
5184|WESTERN REGION|MAHARASHTRA|BULDHANA|KHAMGAON|KHAMGAON (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|KHAMGAON|0244378|6480005|SEMI URBAN|B|||"NANDURA ROAD MUKUND APARTMENTS CIVIL LINES KHAMGAON,-1,BULDHANA,MAHARASHTRA,444303"|BRANCH||444015302|CNRB0004310|2013-09-27 00:00:00
5185|WESTERN REGION|MAHARASHTRA|GADCHIROLI|GADCHIROLI|GADCHIROLI (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|GADCHIROLI|0244379|6600005|SEMI URBAN|B|||"CHAMROSHI ROAD NO.1 MOHINI COMPLEX GADCHIROLI,-1,GADCHIROLI,MAHARASHTRA,442605"|BRANCH||442015202|CNRB0004311|2013-09-23 00:00:00
5186|WESTERN REGION|MAHARASHTRA|PUNE|PUNE CITY|PUNE (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|"SPECIALISED MID CORPORATE BRANCH, PUNE DECCAN GYMKHANA"|0244416|6200019|METROPOLITAN|B|||"J M ROAD 1259, RENUKA COMPLEX DECCAN GYMKHANA,-1,PUNE,MAHARASHTRA,411004"|BRANCH||411015047|CNRB0003776|2013-10-11 00:00:00
5187|WESTERN REGION|MAHARASHTRA|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR|CHHATRAPATI SAMBHAJINAGAR (M CORP.)|PUBLIC SECTOR BANKS|CANARA BANK|"SPECIALISED MID CORPORATE BRANCH, CHHATRAPATI SAMBHAJINAGAR"|0244418|6240009|METROPOLITAN|B|||"Aurangabad Plot No.9-12, Vighnesh Tower, Surana Nagar, 7 Hills, Jalna Road,,-1,CHHATRAPATI SAMBHAJINAGAR,MAHARASHTRA,431001"|BRANCH||431015007|CNRB0004796|2013-10-11 00:00:00
5188|WESTERN REGION|MAHARASHTRA|PALGHAR|PALGHAR|PALGHAR (M CL)|PUBLIC SECTOR BANKS|CANARA BANK|PALGHAR|0244643|3820365|SEMI URBAN|B|||"PAACH BATTI, KACHERI ROAD SHREE RAMKRISHNA CHS LTD, M V SUPER MARKET PALGHAR,-1,PALGHAR,MAHARASHTRA,401404"|BRANCH||400015161|CNRB0004641|2013-11-19 00:00:00
