pincode,bank_branches_per_lakh,deposits_per_capita
686576,16.7,195034.0
686577,15.5,195034.0
686578,14.7,195034.0
686579,14.6,195034.0
686580,14.7,195034.0
686581,17.2,195034.0
686582,15.0,195034.0
686583,14.2,195034.0
686584,14.1,195034.0
686585,17.4,195034.0
686586,16.2,195034.0
686587,15.3,195034.0
686601,14.5,195034.0
686602,14.5,195034.0
686603,16.2,195034.0
686604,18.5,195034.0
686605,16.9,195034.0
686606,16.9,195034.0
686607,16.5,195034.0
686608,16.8,195034.0
686609,17.1,195034.0
686610,16.9,195034.0
686611,17.1,195034.0
686612,10.2,195034.0
686613,10.2,195034.0
686616,10.8,195034.0
686630,10.1,195034.0
686631,10.2,195034.0
686632,10.5,195034.0
686633,10.6,195034.0
686634,10.6,195034.0
686635,10.4,195034.0
686636,10.6,195034.0
686637,10.6,195034.0
686651,10.8,195034.0
686652,10.5,195034.0
686653,10.7,195034.0
686661,13.0,195034.0
686662,12.6,195034.0
686663,9.9,195034.0
686664,14.4,195034.0
686665,14.4,195034.0
686667,11.4,195034.0
686668,10.7,195034.0
686669,11.0,195034.0
686670,11.1,195034.0
686671,10.8,195034.0
686672,11.0,195034.0
686673,5.1,195034.0
686681,5.1,195034.0
686691,5.1,195034.0
686692,5.1,195034.0
686693,5.1,195034.0
688001,5.2,195034.0
688002,5.1,195034.0
688003,5.1,195034.0
688004,5.1,195034.0
688005,5.1,195034.0
688006,5.1,195034.0
688007,5.1,195034.0
688008,5.1,195034.0
688009,5.1,195034.0
688011,5.1,195034.0
688012,5.2,195034.0
688013,5.1,195034.0
688014,5.1,195034.0
688502,5.1,195034.0
688503,5.1,195034.0
688504,5.1,195034.0
688505,5.1,195034.0
688506,5.1,195034.0
688521,5.1,195034.0
688522,5.1,195034.0
688523,5.1,195034.0
688524,5.1,195034.0
688525,5.1,195034.0
688526,5.1,195034.0
688527,5.1,195034.0
688528,5.1,195034.0
688529,5.2,195034.0
688530,5.1,195034.0
688531,5.1,195034.0
688532,5.1,195034.0
688533,5.1,195034.0
688534,5.1,195034.0
688535,5.1,195034.0
688536,5.1,195034.0
688537,5.1,195034.0
688538,5.2,195034.0
688539,5.1,195034.0
688540,5.1,195034.0
688541,5.1,195034.0
688555,5.1,195034.0
688561,5.1,195034.0
688562,5.1,195034.0
688570,5.1,195034.0
688582,5.1,195034.0
689101,5.2,195034.0
689102,5.1,195034.0
689103,5.1,195034.0
689104,5.1,195034.0
689105,5.2,195034.0
689106,5.1,195034.0
689107,5.1,195034.0
689108,5.1,195034.0
689109,5.1,195034.0
689110,5.1,195034.0
689111,5.1,195034.0
689112,5.1,195034.0
689113,5.1,195034.0
689115,5.2,195034.0
689121,5.1,195034.0
689122,5.1,195034.0
689123,5.1,195034.0
689124,5.1,195034.0
689126,5.2,195034.0
689501,5.1,195034.0
689502,5.1,195034.0
689503,5.2,195034.0
689504,5.1,195034.0
689505,5.1,195034.0
689506,5.2,195034.0
689507,5.1,195034.0
689508,5.1,195034.0
689509,5.1,195034.0
689510,5.1,195034.0
689511,5.1,195034.0
689512,5.1,195034.0
689513,5.1,195034.0
689514,5.2,195034.0
689520,5.2,195034.0
689521,5.1,195034.0
689531,5.1,195034.0
689532,5.1,195034.0
689533,5.1,195034.0
689541,5.1,195034.0
689542,5.1,195034.0
689543,5.1,195034.0
689544,5.1,195034.0
689545,5.1,195034.0
689546,5.1,195034.0
689547,5.1,195034.0
689548,5.1,195034.0
689549,5.1,195034.0
689550,5.1,195034.0
689551,5.1,195034.0
689571,5.1,195034.0
689572,5.1,195034.0
689573,5.1,195034.0
689574,5.1,195034.0
689581,5.1,195034.0
689582,5.1,195034.0
689583,5.1,195034.0
689584,5.2,195034.0
689585,5.1,195034.0
689586,5.1,195034.0
689587,5.1,195034.0
689588,5.2,195034.0
689589,5.2,195034.0
689590,5.1,195034.0
689591,5.1,195034.0
689592,5.1,195034.0
689594,5.1,195034.0
689595,5.1,195034.0
689597,5.1,195034.0
689602,5.1,195034.0
689611,5.1,195034.0
689612,5.1,195034.0
689613,5.1,195034.0
689614,5.1,195034.0
689615,5.1,195034.0
689621,5.1,195034.0
689622,5.1,195034.0
689623,5.1,195034.0
689624,5.1,195034.0
689625,5.2,195034.0
689626,5.1,195034.0
689627,5.1,195034.0
689641,5.1,195034.0
689642,5.1,195034.0
689643,5.1,195034.0
689644,5.1,195034.0
689645,5.1,195034.0
689646,5.1,195034.0
689647,5.1,195034.0
689648,5.1,195034.0
689649,5.1,195034.0
689650,5.1,195034.0
689652,5.1,195034.0
689653,5.1,195034.0
689654,5.1,195034.0
689656,5.1,195034.0
689661,5.1,195034.0
689662,5.1,195034.0
689663,5.2,195034.0
689664,5.3,195034.0
689666,5.3,195034.0
689667,5.1,195034.0
689668,5.2,195034.0
689671,5.1,195034.0
689672,5.2,195034.0
689673,5.2,195034.0
689674,5.2,195034.0
689675,5.2,195034.0
689676,5.2,195034.0
689677,5.1,195034.0
689678,5.2,195034.0
689691,5.2,195034.0
689692,5.2,195034.0
689693,5.2,195034.0
689694,5.2,195034.0
689695,5.2,195034.0
689696,5.2,195034.0
689698,5.3,195034.0
689711,5.3,195034.0
690101,4.9,195034.0
690102,4.6,195034.0
690103,5.2,195034.0
690104,5.2,195034.0
690105,5.1,195034.0
690106,5.2,195034.0
690107,5.1,195034.0
690108,5.1,195034.0
690110,4.9,195034.0
690501,5.3,195034.0
690502,5.4,195034.0
690503,5.5,195034.0
690504,5.6,195034.0
690505,5.6,195034.0
690506,5.5,195034.0
690507,5.5,195034.0
690508,5.6,195034.0
690509,5.2,195034.0
690510,4.7,195034.0
690511,4.8,195034.0
690512,4.8,195034.0
690513,5.2,195034.0
690514,5.1,195034.0
690515,5.1,195034.0
690516,5.2,195034.0
690517,5.6,195034.0
690518,5.6,195034.0
690519,5.0,195034.0
690520,5.1,195034.0
690521,5.5,195034.0
690522,5.2,195034.0
690523,5.2,195034.0
690524,8.1,195034.0
690525,8.0,195034.0
690526,4.6,195034.0
690527,4.5,195034.0
690528,4.5,195034.0
690529,5.2,195034.0
690530,5.4,195034.0
690531,6.4,195034.0
690532,4.6,195034.0
690533,5.3,195034.0
690534,6.6,195034.0
690535,9.9,195034.0
690536,7.6,195034.0
690537,6.8,195034.0
690538,8.5,195034.0
690539,7.8,195034.0
690540,7.9,195034.0
690542,7.9,195034.0
690544,7.1,195034.0
690547,7.9,195034.0
690548,9.9,195034.0
690558,7.8,195034.0
690559,7.1,195034.0
690561,8.1,195034.0
690571,9.9,195034.0
690572,8.2,195034.0
690573,8.1,195034.0
690574,9.4,195034.0
691001,9.3,195034.0
691002,9.6,195034.0
691003,9.3,195034.0
691004,8.3,195034.0
691005,8.3,195034.0
691006,9.3,195034.0
691007,9.6,195034.0
691008,8.1,195034.0
691009,10.8,195034.0
691010,8.0,195034.0
691011,7.1,195034.0
691012,7.1,195034.0
691013,7.0,195034.0
691014,5.4,195034.0
691015,7.8,195034.0
691016,7.4,195034.0
691019,8.3,195034.0
691020,6.6,195034.0
691021,8.1,195034.0
691301,8.4,195034.0
691302,8.0,195034.0
691303,6.9,195034.0
691304,7.8,195034.0
691305,5.2,195034.0
691306,5.2,195034.0
691307,5.2,195034.0
691308,5.2,195034.0
691309,5.2,195034.0
691310,5.2,195034.0
691311,5.2,195034.0
691312,5.2,195034.0
691319,5.2,195034.0
691322,5.2,195034.0
691331,5.2,195034.0
691332,5.2,195034.0
691333,5.2,195034.0
691334,5.2,195034.0
691500,5.2,195034.0
691501,5.2,195034.0
691502,5.2,195034.0
691503,5.2,195034.0
691504,5.2,195034.0
691505,5.2,195034.0
691506,5.2,195034.0
691507,5.2,195034.0
691508,5.2,195034.0
691509,5.2,195034.0
691510,5.2,195034.0
691511,5.2,195034.0
691512,5.2,195034.0
691515,5.2,195034.0
691516,11.0,195034.0
691520,5.2,195034.0
691521,5.2,195034.0
691522,7.2,195034.0
691523,5.2,195034.0
691524,11.1,195034.0
691525,5.2,195034.0
691526,5.2,195034.0
691530,5.2,195034.0
691531,5.2,195034.0
691532,5.2,195034.0
691533,5.2,195034.0
691534,5.2,195034.0
691535,5.2,195034.0
691536,5.2,195034.0
691537,5.2,195034.0
691538,5.2,195034.0
691540,5.2,195034.0
691541,5.2,195034.0
691543,5.2,195034.0
691551,5.2,195034.0
691552,5.2,195034.0
691553,5.2,195034.0
691554,5.2,195034.0
691555,5.2,195034.0
691556,5.2,195034.0
691557,5.2,195034.0
691559,5.2,195034.0
691560,5.2,195034.0
691566,5.2,195034.0
691571,5.2,195034.0
691572,9.5,195034.0
691573,5.2,195034.0
691574,8.1,195034.0
691576,5.2,195034.0
691577,5.2,195034.0
691578,5.2,195034.0
691579,5.1,195034.0
691581,5.2,195034.0
691582,5.2,195034.0
691583,5.2,195034.0
691584,5.2,195034.0
691585,5.2,195034.0
691589,5.2,195034.0
691590,5.2,195034.0
691601,5.2,195034.0
691602,5.2,195034.0
695001,5.2,195034.0
695002,5.2,195034.0
695003,5.2,195034.0
695004,5.2,195034.0
695005,7.5,195034.0
695006,11.5,195034.0
695007,11.5,195034.0
695008,10.4,195034.0
695009,11.6,195034.0
695010,10.5,195034.0
695011,8.9,195034.0
695012,7.6,195034.0
695013,7.4,195034.0
695014,6.5,195034.0
695015,6.5,195034.0
695016,6.5,195034.0
695017,11.7,195034.0
695018,11.6,195034.0
695019,11.7,195034.0
695020,12.3,195034.0
695021,11.6,195034.0
695022,11.7,195034.0
695023,8.9,195034.0
695024,5.2,195034.0
695025,5.2,195034.0
695026,5.2,195034.0
695027,5.2,195034.0
695028,5.2,195034.0
695029,5.2,195034.0
695030,7.6,195034.0
695032,5.2,195034.0
695033,7.4,195034.0
695034,6.5,195034.0
695035,5.2,195034.0
695036,5.2,195034.0
695038,5.2,195034.0
695040,5.2,195034.0
695042,6.0,195034.0
695043,6.1,195034.0
695101,6.0,195034.0
695102,5.2,195034.0
695103,5.2,195034.0
695104,7.3,195034.0
695121,5.2,195034.0
695122,5.2,195034.0
695123,11.2,195034.0
695124,7.5,195034.0
695125,7.7,195034.0
695126,5.2,195034.0
695132,5.2,195034.0
695133,10.2,195034.0
695134,7.6,195034.0
695141,5.2,195034.0
695142,5.2,195034.0
695143,5.2,195034.0
695144,5.2,195034.0
695145,5.2,195034.0
695146,5.2,195034.0
695301,5.2,195034.0
695302,5.2,195034.0
695303,5.2,195034.0
695304,5.2,195034.0
695305,5.2,195034.0
695306,5.2,195034.0
695307,5.2,195034.0
695308,5.2,195034.0
695309,5.2,195034.0
695310,5.2,195034.0
695311,5.2,195034.0
695312,5.2,195034.0
695313,5.2,195034.0
695316,5.2,195034.0
695317,5.2,195034.0
695318,5.2,195034.0
695501,5.2,195034.0
695502,5.2,195034.0
695503,5.2,195034.0
695504,5.2,195034.0
695505,5.2,195034.0
695506,5.2,195034.0
695507,5.2,195034.0
695508,5.2,195034.0
695512,5.2,195034.0
695513,5.2,195034.0
695521,5.2,195034.0
695522,5.2,195034.0
695523,5.2,195034.0
695524,5.2,195034.0
695525,5.2,195034.0
695526,5.2,195034.0
695527,5.1,195034.0
695528,5.1,195034.0
695541,5.2,195034.0
695542,5.2,195034.0
695551,5.2,195034.0
695561,5.2,195034.0
695562,5.2,195034.0
695563,5.2,195034.0
695564,5.1,195034.0
695568,5.2,195034.0
695571,5.2,195034.0
695572,5.2,195034.0
695573,5.2,195034.0
695574,5.2,195034.0
695575,5.2,195034.0
695581,5.2,195034.0
695582,5.2,195034.0
695583,5.2,195034.0
695584,5.2,195034.0
695585,5.2,195034.0
695586,5.2,195034.0
695587,45.4,195034.0
695588,45.4,195034.0
695589,45.4,195034.0
695601,38.5,195034.0
695602,45.4,195034.0
695603,45.4,195034.0
695604,45.3,195034.0
695605,45.4,195034.0
695606,45.4,195034.0
695607,45.4,195034.0
695608,45.3,195034.0
695609,45.3,195034.0
695610,45.3,195034.0
695611,45.3,195034.0
695612,45.3,195034.0
695614,45.4,195034.0
695615,45.4,195034.0
400601,45.4,570000.0
400602,45.4,570000.0
400604,45.4,570000.0
400606,45.3,570000.0
400608,45.3,570000.0
400610,45.4,570000.0
400701,46.8,570000.0
400703,46.8,570000.0
400706,46.8,570000.0
400709,45.5,570000.0
400710,45.4,570000.0
401101,45.4,570000.0
401102,45.4,570000.0
401103,46.8,570000.0
401105,46.8,570000.0
401106,45.3,570000.0
401107,45.3,570000.0
401201,32.7,570000.0
401202,32.6,570000.0
401203,34.9,570000.0
401204,35.5,570000.0
401206,36.8,570000.0
401207,35.9,570000.0
401208,37.5,570000.0
401302,36.5,570000.0
401303,45.3,570000.0
401304,36.7,570000.0
401305,36.7,570000.0
401401,35.1,570000.0
401402,45.3,570000.0
401403,45.3,570000.0
401404,45.3,570000.0
401405,45.2,570000.0
401501,45.3,570000.0
401502,45.3,570000.0
401503,45.2,570000.0
401504,45.2,570000.0
401506,45.3,570000.0
401601,45.2,570000.0
401602,45.2,570000.0
401603,45.2,570000.0
401604,45.3,570000.0
401605,35.9,570000.0
401606,45.4,570000.0
401607,45.3,570000.0
401701,45.4,570000.0
401702,45.3,570000.0
401703,45.3,570000.0
403001,45.3,570000.0
403002,45.3,570000.0
403004,37.3,570000.0
403005,37.4,570000.0
403006,45.3,570000.0
403101,45.4,570000.0
403102,37.2,570000.0
403104,36.4,570000.0
403105,45.4,570000.0
403106,45.4,570000.0
403107,37.1,570000.0
403108,45.4,570000.0
403109,45.4,570000.0
403110,45.4,570000.0
403114,36.6,570000.0
403115,35.1,570000.0
403201,45.4,570000.0
403202,31.8,570000.0
403203,32.0,570000.0
403204,33.2,570000.0
403206,35.5,570000.0
403401,33.2,570000.0
403402,32.3,570000.0
403403,41.6,570000.0
403404,32.1,570000.0
403406,33.1,570000.0
403409,29.4,570000.0
403410,30.5,570000.0
403501,29.8,570000.0
403502,27.1,570000.0
403503,27.0,570000.0
403504,27.9,570000.0
403505,24.9,570000.0
403506,25.8,570000.0
403507,26.8,570000.0
403508,29.0,570000.0
403509,30.1,570000.0
403510,27.9,570000.0
403511,19.9,570000.0
403512,25.8,570000.0
403513,26.9,570000.0
403515,28.3,570000.0
403516,29.9,570000.0
403517,30.0,570000.0
403521,28.5,570000.0
403523,27.4,570000.0
403524,28.0,570000.0
403526,18.6,570000.0
403527,27.5,570000.0
403530,28.8,570000.0
403601,28.0,570000.0
403602,27.7,570000.0
403701,31.0,570000.0
403702,29.6,570000.0
403703,38.7,570000.0
403704,45.5,570000.0
403705,45.2,570000.0
403706,38.7,570000.0
403707,45.5,570000.0
403708,45.5,570000.0
403709,45.5,570000.0
403710,45.5,570000.0
403711,45.2,570000.0
403712,45.2,570000.0
403713,45.5,570000.0
403714,45.2,570000.0
403715,45.5,570000.0
403716,45.5,570000.0
403717,45.5,570000.0
403718,45.2,570000.0
403719,45.2,570000.0
403720,45.2,570000.0
403721,45.2,570000.0
403722,45.2,570000.0
403723,45.2,570000.0
403724,46.9,570000.0
403725,20.0,570000.0
403726,45.0,570000.0
403728,45.5,570000.0
403731,46.9,570000.0
403801,30.4,570000.0
403802,45.5,570000.0
403803,45.2,570000.0
403804,20.0,570000.0
403806,18.4,570000.0
410301,29.1,570000.0
410302,46.9,570000.0
410401,46.9,570000.0
410402,43.5,570000.0
410403,43.5,570000.0
410405,38.4,570000.0
410406,46.9,570000.0
410501,18.4,570000.0
410502,23.8,570000.0
410503,18.0,570000.0
410504,25.1,570000.0
410506,24.3,570000.0
410507,18.0,570000.0
410508,23.7,570000.0
410509,17.8,570000.0
410510,16.4,570000.0
410511,17.4,570000.0
410512,13.9,570000.0
410513,17.0,570000.0
410515,18.5,570000.0
410516,18.8,570000.0
411002,17.1,570000.0
411003,15.1,570000.0
411005,18.1,570000.0
411006,16.1,570000.0
411007,16.3,570000.0
411008,10.7,570000.0
411009,10.9,570000.0
411011,9.2,570000.0
411012,10.3,570000.0
411013,11.8,570000.0
411015,11.3,570000.0
411016,15.7,570000.0
411017,17.4,570000.0
411018,17.3,570000.0
411019,23.8,570000.0
411020,16.6,570000.0
411021,16.5,570000.0
411022,16.4,570000.0
411023,15.4,570000.0
411024,16.6,570000.0
411026,15.0,570000.0
411027,12.6,570000.0
411028,12.6,570000.0
411030,12.7,570000.0
411031,12.6,570000.0
411032,12.6,570000.0
411033,12.6,570000.0
411034,12.2,570000.0
411035,5.1,570000.0
411036,5.1,570000.0
411037,12.2,570000.0
411038,27.5,570000.0
411039,35.7,570000.0
411040,12.4,570000.0
411041,12.3,570000.0
411042,12.2,570000.0
411043,36.7,570000.0
411044,36.4,570000.0
411045,28.1,570000.0
411046,36.4,570000.0
411047,12.3,570000.0
411048,12.4,570000.0
411051,27.9,570000.0
411052,12.4,570000.0
411057,12.9,570000.0
411058,12.7,570000.0
411060,12.8,570000.0
411061,27.2,570000.0
411062,32.5,570000.0
412101,13.0,570000.0
412102,13.2,570000.0
412103,21.8,570000.0
412104,21.6,570000.0
412106,21.6,570000.0
412107,17.1,570000.0
412108,17.8,570000.0
412109,18.5,570000.0
412112,13.7,570000.0
412115,20.1,570000.0
412201,13.8,570000.0
412202,21.3,570000.0
412203,18.5,570000.0
412204,22.3,570000.0
412205,17.4,570000.0
412206,18.2,570000.0
412207,13.5,570000.0
412208,18.6,570000.0
412209,24.8,570000.0
412210,25.2,570000.0
412211,21.6,570000.0
412212,28.4,570000.0
412213,5.3,570000.0
412214,12.0,570000.0
412215,5.3,570000.0
412218,5.1,570000.0
412219,5.1,570000.0
412220,12.1,570000.0
412301,5.1,570000.0
412303,12.3,570000.0
412304,13.4,570000.0
412305,13.4,570000.0
412306,13.3,570000.0
412311,13.1,570000.0
412312,13.0,570000.0
412401,18.6,570000.0
412402,5.3,570000.0
412403,5.3,570000.0
412404,5.3,570000.0
412405,12.1,570000.0
412406,5.3,570000.0
412408,5.3,570000.0
412409,5.1,570000.0
412410,5.3,570000.0
412411,5.1,570000.0
412412,29.6,570000.0
412801,37.2,570000.0
412802,5.3,570000.0
412803,12.1,570000.0
412804,5.3,570000.0
412805,12.1,570000.0
412806,5.3,570000.0
413003,12.6,570000.0
413004,12.5,570000.0
413005,12.1,570000.0
413006,6.2,570000.0
413008,6.2,570000.0
413101,6.2,570000.0
413102,7.4,570000.0
413103,7.4,570000.0
413104,7.4,570000.0
413105,6.2,570000.0
413106,6.2,570000.0
413107,6.1,570000.0
413108,6.2,570000.0
413109,6.2,570000.0
413110,8.7,570000.0
413111,8.8,570000.0
413112,8.7,570000.0
413113,7.5,570000.0
413114,7.5,570000.0
413115,7.5,570000.0
413116,7.7,570000.0
413118,7.7,570000.0
413120,7.5,570000.0
413130,7.4,570000.0
413132,7.6,570000.0
413133,7.7,570000.0
413202,7.7,570000.0
413203,7.5,570000.0
413206,7.5,570000.0
413208,7.6,570000.0
413209,7.6,570000.0
413210,7.6,570000.0
413211,7.6,570000.0
413212,7.6,570000.0
413213,7.5,570000.0
413214,7.6,570000.0
413215,7.4,570000.0
413216,7.6,570000.0
413217,7.6,570000.0
413218,7.4,570000.0
413219,7.6,570000.0
413220,7.4,570000.0
413221,7.6,570000.0
413222,7.7,570000.0
413223,7.6,570000.0
413224,7.5,570000.0
413226,7.5,570000.0
413227,7.6,570000.0
413228,7.7,570000.0
413248,7.7,570000.0
413250,7.5,570000.0
413251,7.6,570000.0
413252,7.5,570000.0
413253,6.0,570000.0
413255,5.2,570000.0
413301,5.2,570000.0
413303,6.0,570000.0
413305,6.0,570000.0
413306,5.2,570000.0
413307,5.2,570000.0
413308,5.2,570000.0
413309,5.2,570000.0
413310,7.6,570000.0
413314,7.6,570000.0
413315,7.7,570000.0
413317,7.6,570000.0
413319,7.4,570000.0
413322,7.7,570000.0
413324,7.7,570000.0
413401,7.5,570000.0
413402,6.1,570000.0
413403,7.5,570000.0
413404,7.5,570000.0
413405,6.1,570000.0
413406,6.1,570000.0
413409,7.5,570000.0
413410,7.4,570000.0
413411,6.1,570000.0
413412,7.5,570000.0
413501,7.6,570000.0
413502,7.5,570000.0
413503,7.5,570000.0
413504,7.6,570000.0
413505,7.6,570000.0
413506,7.6,570000.0
413507,7.6,570000.0
413508,7.6,570000.0
413509,7.7,570000.0
413510,7.6,570000.0
413511,7.6,570000.0
413512,7.7,570000.0
413513,7.7,570000.0
413514,7.8,570000.0
413515,9.8,570000.0
413516,8.8,570000.0
413517,8.8,570000.0
413518,7.7,570000.0
413519,7.6,570000.0
413520,8.8,570000.0
413521,7.7,570000.0
413522,8.7,570000.0
413523,7.7,570000.0
413524,9.9,570000.0
413525,10.8,570000.0
413526,9.9,570000.0
413527,9.9,570000.0
413528,8.8,570000.0
413529,7.7,570000.0
413530,8.8,570000.0
413531,8.8,570000.0
413532,7.7,570000.0
413534,6.0,570000.0
413544,5.2,570000.0
413581,7.3,570000.0
413582,6.0,570000.0
413601,5.2,570000.0
413602,6.1,570000.0
413603,6.1,570000.0
413604,6.1,570000.0
413605,6.0,570000.0
413606,6.0,570000.0
413607,6.0,570000.0
413608,6.0,570000.0
413623,6.0,570000.0
413624,6.0,570000.0
413801,6.0,570000.0
413802,6.0,570000.0
415001,6.0,570000.0
415002,6.0,570000.0
415003,6.0,570000.0
415004,6.1,570000.0
415010,6.1,570000.0
415011,6.1,570000.0
415012,6.1,570000.0
415013,6.0,570000.0
415014,6.0,570000.0
415015,6.1,570000.0
415019,6.2,570000.0
415020,6.2,570000.0
415021,6.2,570000.0
415022,6.1,570000.0
415023,6.1,570000.0
415101,5.9,570000.0
415102,5.2,570000.0
415103,6.0,570000.0
415104,6.0,570000.0
415105,6.1,570000.0
415106,6.3,570000.0
415107,7.5,570000.0
415108,6.3,570000.0
415109,6.2,570000.0
415110,6.2,570000.0
415111,6.2,570000.0
415112,6.3,570000.0
415114,7.5,570000.0
415115,6.2,570000.0
415116,7.4,570000.0
415122,6.2,570000.0
415124,6.2,570000.0
415202,7.4,570000.0
415203,6.2,570000.0
415205,6.2,570000.0
415206,6.2,570000.0
415207,6.2,570000.0
415208,6.1,570000.0
415209,6.1,570000.0
415211,6.2,570000.0
415212,6.2,570000.0
415214,6.2,570000.0
415301,6.1,570000.0
415302,6.1,570000.0
415303,6.0,570000.0
415304,6.1,570000.0
415305,7.5,570000.0
415306,6.2,570000.0
415307,6.2,570000.0
415308,6.2,570000.0
415309,6.2,570000.0
415310,5.9,570000.0
415311,5.2,570000.0
415312,5.2,570000.0
415313,5.2,570000.0
415315,5.2,570000.0
415401,5.2,570000.0
415402,5.2,570000.0
415403,5.2,570000.0
415404,5.2,570000.0
415405,5.2,570000.0
415406,5.2,570000.0
415407,5.2,570000.0
415408,5.2,570000.0
415409,5.2,570000.0
415410,5.9,570000.0
415411,5.2,570000.0
415412,5.9,570000.0
415413,5.2,570000.0
415414,6.2,570000.0
415415,6.1,570000.0
415501,6.1,570000.0
415502,6.1,570000.0
415503,6.1,570000.0
415504,6.1,570000.0
415505,5.2,570000.0
415506,5.2,570000.0
415507,5.2,570000.0
415508,5.2,570000.0
415509,5.2,570000.0
415510,5.2,570000.0
415511,5.2,570000.0
415512,5.2,570000.0
415513,5.2,570000.0
415514,5.2,570000.0
415515,5.2,570000.0
415516,5.2,570000.0
415517,5.2,570000.0
415518,5.2,570000.0
415519,5.2,570000.0
415520,5.2,570000.0
415521,5.2,570000.0
415522,5.2,570000.0
415523,5.2,570000.0
415524,5.2,570000.0
415525,5.2,570000.0
415526,5.2,570000.0
415527,5.0,570000.0
415528,5.0,570000.0
415530,6.4,570000.0
415536,6.4,570000.0
415537,6.4,570000.0
415538,4.9,570000.0
415539,4.9,570000.0
415540,6.4,570000.0
415601,5.0,570000.0
415602,5.0,570000.0
415603,6.4,570000.0
415604,6.4,570000.0
415605,6.5,570000.0
415606,6.4,570000.0
415607,4.9,570000.0
415608,6.0,570000.0
415609,6.0,570000.0
415610,6.0,570000.0
415611,6.0,570000.0
415612,6.0,570000.0
415613,5.2,570000.0
415614,6.0,570000.0
415615,6.0,570000.0
415616,6.0,570000.0
415617,5.9,570000.0
415619,5.9,570000.0
415620,6.0,570000.0
415621,5.7,570000.0
415626,5.2,570000.0
415628,6.0,570000.0
415629,5.9,570000.0
415634,5.9,570000.0
415637,6.0,570000.0
415639,5.2,570000.0
415640,5.2,570000.0
415641,5.2,570000.0
415643,5.2,570000.0
415701,5.2,570000.0
415702,5.2,570000.0
415703,5.1,570000.0
415705,5.1,570000.0
415706,5.2,570000.0
415708,5.2,570000.0
415709,5.1,570000.0
415710,5.1,570000.0
415711,5.0,570000.0
415712,5.1,570000.0
415713,5.1,570000.0
415714,5.1,570000.0
415715,5.1,570000.0
415716,5.2,570000.0
415717,5.2,570000.0
415718,5.2,570000.0
415719,5.1,570000.0
415720,5.2,570000.0
415722,5.2,570000.0
415724,5.2,570000.0
415726,5.2,570000.0
415727,5.2,570000.0
415728,5.0,570000.0
415729,5.0,570000.0
415730,5.0,570000.0
415801,5.0,570000.0
415802,4.9,570000.0
415803,4.9,570000.0
415804,4.9,570000.0
415805,6.5,570000.0
415806,5.7,570000.0
415807,6.5,570000.0
416002,6.4,570000.0
416003,5.2,570000.0
416004,5.2,570000.0
416005,5.2,570000.0
416006,5.2,570000.0
416007,5.1,570000.0
416010,5.1,570000.0
416011,5.1,570000.0
416012,5.1,570000.0
416013,5.2,570000.0
416101,5.1,570000.0
416102,5.2,570000.0
416103,5.1,570000.0
416104,5.1,570000.0
416105,5.1,570000.0
416106,5.1,570000.0
416107,5.1,570000.0
416108,5.1,570000.0
416109,5.1,570000.0
416110,5.1,570000.0
416111,5.1,570000.0
416112,5.1,570000.0
416113,5.1,570000.0
416114,5.3,570000.0
416116,5.1,570000.0
416118,5.1,570000.0
416119,5.1,570000.0
416120,5.1,570000.0
416121,5.1,570000.0
416122,5.1,570000.0
416143,19.6,570000.0
416144,19.3,570000.0
416146,19.4,570000.0
416201,25.2,570000.0
416202,19.7,570000.0
416203,18.6,570000.0
416204,11.0,570000.0
416205,15.4,570000.0
416206,10.8,570000.0
416207,16.6,570000.0
416208,16.3,570000.0
416209,16.3,570000.0
416210,18.4,570000.0
416212,24.3,570000.0
416213,25.4,570000.0
416214,19.7,570000.0
416215,26.5,570000.0
416216,26.2,570000.0
416218,6.6,570000.0
416219,6.5,570000.0
416220,6.5,570000.0
416221,28.0,570000.0
416223,13.5,570000.0
416229,20.8,570000.0
416230,27.2,570000.0
416231,29.8,570000.0
416232,6.4,570000.0
416234,28.2,570000.0
416235,28.3,570000.0
416236,27.2,570000.0
416301,14.2,570000.0
416302,6.5,570000.0
416303,26.5,570000.0
416304,28.4,570000.0
416305,27.6,570000.0
416306,27.3,570000.0
416307,25.8,570000.0
416308,26.2,570000.0
416309,27.9,570000.0
416310,26.7,570000.0
416311,26.2,570000.0
416312,22.4,570000.0
416313,28.1,570000.0
416315,19.5,570000.0
416316,19.5,570000.0
416401,26.0,570000.0
416402,20.0,570000.0
416403,25.8,570000.0
416404,19.9,570000.0
416405,25.8,570000.0
416406,24.6,570000.0
416407,18.9,570000.0
416408,27.3,570000.0
416409,18.6,570000.0
416410,26.8,570000.0
416411,26.5,570000.0
416412,27.5,570000.0
416413,18.6,570000.0
416414,25.9,570000.0
416415,19.0,570000.0
416416,25.5,570000.0
416417,9.8,570000.0
416418,17.2,570000.0
416419,15.7,570000.0
416420,24.3,570000.0
416436,19.0,570000.0
416437,19.0,570000.0
416501,24.6,570000.0
416502,25.9,570000.0
416503,25.0,570000.0
416504,17.8,570000.0
416505,17.3,570000.0
416506,18.2,570000.0
416507,17.2,570000.0
416508,26.8,570000.0
416509,16.7,570000.0
416510,17.4,570000.0
416511,11.6,570000.0
416512,11.6,570000.0
416513,11.6,570000.0
416514,11.6,570000.0
416515,11.6,570000.0
416516,11.6,570000.0
416517,11.6,570000.0
416518,11.6,570000.0
