pincode,mpce_combined,mpce_rural,mpce_urban,hces_ppi,hces_district,hces_state
457770,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457772,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457773,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457775,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457777,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457779,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457882,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457885,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457887,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457888,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457990,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
457993,2503.0,2503.0,0.0,1.6,JHABUA,MADHYA PRADESH
458001,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458002,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458110,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458113,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458116,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458118,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458220,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458226,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458228,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458330,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458336,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458339,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458389,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458441,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458468,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458470,4265.0,3941.0,4739.0,12.9,NEEMUCH,MADHYA PRADESH
458553,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458556,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458558,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458664,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458667,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458669,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458771,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458775,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458778,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458880,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458883,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458888,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458895,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
458990,4210.0,3445.0,5864.0,12.6,MANDSAUR,MADHYA PRADESH
460001,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460004,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460110,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460220,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460225,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460330,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460440,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460443,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460447,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460449,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460551,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460553,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460554,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460557,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460661,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460663,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460665,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460666,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
460668,3337.0,2934.0,6934.0,7.0,BETUL,MADHYA PRADESH
461001,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461005,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461110,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461111,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461114,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461115,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461116,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461122,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461221,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461223,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461228,5999.0,5294.0,6999.0,24.1,HARDA,MADHYA PRADESH
461331,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461441,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461446,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461551,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461661,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461668,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461771,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461775,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461881,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
461990,4265.0,4206.0,4468.0,12.9,HOSHANGABAD,MADHYA PRADESH
462001,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462002,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462003,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462004,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462007,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462008,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462010,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462011,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462013,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462016,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462020,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462022,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462023,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462024,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462026,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462027,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462030,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462031,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462033,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462036,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462037,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462038,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462039,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462041,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462042,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462043,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462044,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462045,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462046,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462047,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462066,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462101,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
462120,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
463106,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
463111,6656.0,6204.0,6751.0,28.3,BHOPAL,MADHYA PRADESH
464001,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464111,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464113,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464114,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464220,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464221,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464224,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464226,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464228,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464240,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464258,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464331,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464337,4524.0,3456.0,5380.0,14.6,VIDISHA,MADHYA PRADESH
464551,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464651,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464661,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464665,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464668,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464671,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464672,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464770,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464774,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464776,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464881,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464884,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464886,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464986,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464990,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
464993,5282.0,3994.0,7743.0,19.4,RAISEN,MADHYA PRADESH
465001,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465106,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465110,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465113,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465116,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465118,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465220,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465223,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465226,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465227,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465230,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465333,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465335,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465337,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465339,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465441,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465445,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465447,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465449,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465550,3708.0,3375.0,5191.0,9.3,SHAJAPUR,MADHYA PRADESH
465661,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465667,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465669,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465674,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465677,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465679,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465680,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465683,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465685,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465687,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465689,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465691,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465693,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
465697,4322.0,4185.0,5114.0,13.3,RAJGARH,MADHYA PRADESH
466001,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466111,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466113,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466114,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466115,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466116,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466118,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466120,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466125,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466221,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466331,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466445,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466446,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466448,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466554,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466651,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466661,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
466665,4863.0,4866.0,4841.0,16.8,SEHORE,MADHYA PRADESH
470001,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470002,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470003,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470004,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470021,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470051,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470113,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470115,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470117,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470118,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470119,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470120,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470124,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470125,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470221,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470223,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470226,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470227,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470228,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470229,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470232,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470235,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470335,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470337,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470339,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470441,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470442,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470661,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470663,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470664,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470666,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470669,4147.0,3600.0,5419.0,12.2,SAGAR,MADHYA PRADESH
470672,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470673,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470675,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470771,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470772,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470775,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470880,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
470881,3512.0,3469.0,4234.0,8.1,DAMOH,MADHYA PRADESH
471001,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471101,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471105,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471111,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471201,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471301,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471311,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471313,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471315,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471318,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471405,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471408,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471411,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471501,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471510,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471515,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471516,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471525,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471606,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
471625,2999.0,2650.0,3998.0,4.8,CHHATARPUR,MADHYA PRADESH
472001,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472005,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472010,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472101,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472111,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472115,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472118,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472221,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472246,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472331,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472336,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472337,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472339,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472442,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472445,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472446,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
472447,3047.0,2926.0,3853.0,5.1,TIKAMGARH,MADHYA PRADESH
473001,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473101,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473105,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473110,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473111,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473112,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473113,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473115,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473118,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473222,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473226,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473249,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473287,3882.0,3712.0,4113.0,10.5,GUNA,MADHYA PRADESH
473551,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473585,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473638,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473660,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473662,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473665,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473670,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473770,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473774,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473775,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473781,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473793,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473865,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473880,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473885,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473990,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
473995,2884.0,2853.0,3663.0,4.1,SHIVPURI,MADHYA PRADESH
474001,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474002,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474003,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474004,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474005,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474006,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474007,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474008,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474009,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474010,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474011,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474012,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474015,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
474020,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475001,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475002,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475005,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475110,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475115,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475220,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475330,5767.0,4304.0,6416.0,22.6,GWALIOR,MADHYA PRADESH
475335,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475336,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475661,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475671,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475673,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475675,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475682,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475685,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
475686,4965.0,4965.0,0.0,17.4,DATIA,MADHYA PRADESH
476001,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476111,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476115,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476134,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476219,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476221,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476224,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476228,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476229,4506.0,4204.0,5321.0,14.5,MORENA,MADHYA PRADESH
476332,3749.0,3542.0,4413.0,9.6,SHEOPUR,MADHYA PRADESH
476335,3749.0,3542.0,4413.0,9.6,SHEOPUR,MADHYA PRADESH
476337,3749.0,3542.0,4413.0,9.6,SHEOPUR,MADHYA PRADESH
476339,3749.0,3542.0,4413.0,9.6,SHEOPUR,MADHYA PRADESH
