pincode,per_capita_income_karnataka
591117,118975.58333333333
591118,118975.58333333333
591119,118975.58333333333
591120,118975.58333333333
591121,118975.58333333333
591122,118975.58333333333
591123,118975.58333333333
591124,118975.58333333333
591125,118975.58333333333
591126,118975.58333333333
591127,118975.58333333333
591128,118975.58333333333
591129,118975.58333333333
591130,118975.58333333333
591131,118975.58333333333
591136,118975.58333333333
591143,118975.58333333333
591147,118975.58333333333
591153,118975.58333333333
591156,118975.58333333333
591173,118975.58333333333
591201,118975.58333333333
591211,118975.58333333333
591212,118975.58333333333
591213,118975.58333333333
591214,118975.58333333333
591215,118975.58333333333
591216,118975.58333333333
591217,118975.58333333333
591218,118975.58333333333
591219,118975.58333333333
591220,118975.58333333333
591221,118975.58333333333
591222,118975.58333333333
591223,118975.58333333333
591224,118975.58333333333
591225,118975.58333333333
591226,118975.58333333333
591227,118975.58333333333
591228,118975.58333333333
591229,118975.58333333333
591230,118975.58333333333
591231,118975.58333333333
591232,118975.58333333333
591233,118975.58333333333
591234,118975.58333333333
591235,118975.58333333333
591236,118975.58333333333
591237,118975.58333333333
591238,118975.58333333333
591239,118975.58333333333
591240,118975.58333333333
591241,118975.58333333333
591242,118975.58333333333
591243,118975.58333333333
591244,118975.58333333333
591246,118975.58333333333
591247,118975.58333333333
591248,118975.58333333333
591254,118975.58333333333
591263,118975.58333333333
591265,118975.58333333333
591287,118975.58333333333
591301,118975.58333333333
591302,118975.58333333333
591303,118975.58333333333
591304,118975.58333333333
591305,118975.58333333333
591306,118975.58333333333
591307,118975.58333333333
591308,118975.58333333333
591309,118975.58333333333
591310,118975.58333333333
591311,118975.58333333333
591312,118975.58333333333
591313,118975.58333333333
591314,118975.58333333333
591315,118975.58333333333
591316,118975.58333333333
591317,118975.58333333333
591340,118975.58333333333
591344,118975.58333333333
591345,118975.58333333333
591346,118975.58333333333
